"pitch [deg], pitch_time [ms] pitch_crc"
"-0.74,2540,2539.26"
"1.00,2555,2556.00"
"-0.77,2570,2569.23"
"0.18,2585,2585.18"
"0.51,2600,2600.51"
"-0.95,2615,2614.05"
"0.93,2630,2630.93"
"-0.47,2645,2644.53"
"-0.22,2660,2659.78"
"0.80,2675,2675.80"
"-1.00,2690,2689.00"
"0.72,2705,2705.72"
"-0.09,2720,2719.91"
"-0.58,2735,2734.42"
"0.97,2750,2750.97"
"-0.89,2765,2764.11"
"0.39,2780,2780.39"
"0.30,2795,2795.30"
"-0.85,2810,2809.15"
"0.99,2825,2825.99"
"-0.65,2840,2839.35"
"0.00,2855,2855.00"
"0.65,2870,2870.65"
"-0.99,2885,2884.01"
"0.85,2900,2900.85"
"-0.31,2915,2914.70"
"-0.39,2930,2929.61"
"0.89,2945,2945.89"
"-0.97,2960,2959.03"
"0.58,2975,2975.58"
"0.09,2990,2990.09"
"-0.71,3005,3004.29"
"1.00,3020,3021.00"
"-0.80,3035,3034.20"
"0.22,3050,3050.22"
"0.47,3065,3065.47"
"-0.93,3080,3079.07"
"0.95,3095,3095.95"
"-0.51,3110,3109.49"
"-0.18,3125,3124.82"
"0.77,3140,3140.77"
"-1.00,3155,3154.00"
"0.75,3170,3170.75"
"-0.13,3185,3184.87"
"-0.54,3200,3199.46"
"0.96,3215,3215.96"
"-0.91,3230,3229.09"
"0.43,3245,3245.43"
"0.26,3260,3260.26"
"-0.83,3275,3274.17"
"0.99,3290,3290.99"
"-0.68,3305,3304.32"
"0.04,3320,3320.04"
"0.62,3335,3335.62"
"-0.98,3350,3349.02"
"0.87,3365,3365.87"
"-0.35,3380,3379.65"
"-0.35,3395,3394.65"
"0.87,3410,3410.87"
"-0.98,3425,3424.02"
"0.62,3440,3440.62"
"0.04,3455,3455.04"
"-0.68,3470,3469.32"
"0.99,3485,3485.99"
"-0.83,3500,3499.17"
"0.26,3515,3515.26"
"0.43,3530,3530.43"
"-0.91,3545,3544.09"
"0.96,3560,3560.96"
"-0.54,3575,3574.46"
"-0.13,3590,3589.87"
"0.74,3605,3605.74"
"-1.00,3620,3619.00"
"0.77,3635,3635.77"
"-0.18,3650,3649.82"
"-0.51,3665,3664.49"
"0.95,3680,3680.95"
"-0.93,3695,3694.07"
"0.47,3710,3710.47"
"0.22,3725,3725.22"
"-0.80,3740,3739.20"
"1.00,3755,3756.00"
"-0.72,3770,3769.28"
"0.09,3785,3785.09"
"0.58,3800,3800.58"
"-0.97,3815,3814.03"
"0.89,3830,3830.89"
"-0.39,3845,3844.61"
"-0.30,3860,3859.70"
"0.85,3875,3875.85"
"-0.99,3890,3889.01"
"0.65,3905,3905.65"
"-0.00,3920,3920.00"
"-0.65,3935,3934.35"
"0.99,3950,3950.99"
"-0.85,3965,3964.15"
"0.31,3980,3980.31"
"0.39,3995,3995.39"
"-0.89,4010,4009.11"
"0.97,4025,4025.97"
"-0.58,4040,4039.42"
"-0.09,4055,4054.91"
"0.71,4070,4070.71"
"-1.00,4085,4084.00"
"0.80,4100,4100.80"
"-0.22,4115,4114.78"
"-0.47,4130,4129.53"
"0.93,4145,4145.93"
"-0.95,4160,4159.05"
"0.51,4175,4175.51"
"0.18,4190,4190.18"
"-0.77,4205,4204.23"
"1.00,4220,4221.00"
"-0.75,4235,4234.25"
"0.13,4250,4250.13"
"0.54,4265,4265.54"
"-0.96,4280,4279.04"
"0.91,4295,4295.91"
"-0.43,4310,4309.57"
"-0.26,4325,4324.74"
"0.83,4340,4340.83"
"-0.99,4355,4354.01"
"0.68,4370,4370.68"
"-0.04,4385,4384.96"
"-0.62,4400,4399.38"
"0.98,4415,4415.98"
"-0.87,4430,4429.13"
"0.35,4445,4445.35"
"0.35,4460,4460.35"
"-0.87,4475,4474.13"
"0.98,4490,4490.98"
"-0.62,4505,4504.38"
"-0.04,4520,4519.96"
"0.68,4535,4535.68"
"-0.99,4550,4549.01"
"0.83,4565,4565.83"
"-0.26,4580,4579.74"
"-0.43,4595,4594.57"
"0.91,4610,4610.91"
"-0.96,4625,4624.04"
"0.54,4640,4640.54"
"0.13,4655,4655.13"
"-0.74,4670,4669.26"
"1.00,4685,4686.00"
"-0.77,4700,4699.23"
"0.18,4715,4715.18"
"0.51,4730,4730.51"
"-0.95,4745,4744.05"
"0.93,4760,4760.93"
"-0.47,4775,4774.53"
"-0.22,4790,4789.78"
"0.80,4805,4805.80"
"-1.00,4820,4819.00"
"0.72,4835,4835.72"
"-0.09,4850,4849.91"
"-0.58,4865,4864.42"
"0.97,4880,4880.97"
"-0.89,4895,4894.11"
"0.39,4910,4910.39"
"0.30,4925,4925.30"
"-0.85,4940,4939.15"
"0.99,4955,4955.99"
"-0.65,4970,4969.35"
"0.00,4985,4985.00"
"0.65,5000,5000.65"
"-0.99,5015,5014.01"
"0.85,5030,5030.85"
"-0.31,5045,5044.69"
"-0.39,5060,5059.61"
"0.89,5075,5075.89"
"-0.97,5090,5089.03"
"0.58,5105,5105.58"
"0.09,5120,5120.09"
"-0.71,5135,5134.29"
"1.00,5150,5151.00"
"-0.80,5165,5164.20"
"0.22,5180,5180.22"
"0.47,5195,5195.47"
"-0.93,5210,5209.07"
"0.95,5225,5225.95"
"-0.51,5240,5239.49"
"-0.18,5255,5254.82"
"0.77,5270,5270.77"
"-1.00,5285,5284.00"
"0.75,5300,5300.75"
"-0.13,5315,5314.87"
"-0.54,5330,5329.46"
"0.96,5345,5345.96"
"-0.91,5360,5359.09"
"0.43,5375,5375.43"
"0.26,5390,5390.26"
"-0.83,5405,5404.17"
"0.99,5420,5420.99"
"-0.68,5435,5434.32"
"0.04,5450,5450.04"
"0.62,5465,5465.62"
"-0.98,5480,5479.02"
"0.87,5495,5495.87"
"-0.35,5510,5509.65"
"-0.35,5525,5524.65"
"0.87,5540,5540.87"
"-0.98,5555,5554.02"
"0.62,5570,5570.62"
"0.04,5585,5585.04"
"-0.68,5600,5599.32"
"0.99,5615,5615.99"
"-0.83,5630,5629.17"
"0.26,5645,5645.26"
"0.43,5660,5660.43"
"-0.91,5675,5674.09"
"0.96,5690,5690.96"
"-0.54,5705,5704.46"
"-0.13,5720,5719.87"
"0.74,5735,5735.74"
"-1.00,5750,5749.00"
"0.77,5765,5765.77"
"-0.18,5780,5779.82"
"-0.51,5795,5794.49"
"0.95,5810,5810.95"
"-0.93,5825,5824.07"
"0.47,5840,5840.47"
"0.22,5855,5855.22"
"-0.80,5870,5869.20"
"1.00,5885,5886.00"
"-0.72,5900,5899.28"
"0.09,5915,5915.09"
"0.58,5930,5930.58"
"-0.97,5945,5944.03"
"0.89,5960,5960.89"
"-0.39,5975,5974.61"
"-0.30,5990,5989.70"
"0.85,6005,6005.85"
"-0.99,6020,6019.01"
"0.65,6035,6035.65"
"-0.00,6050,6050.00"
"-0.65,6065,6064.35"
"0.99,6080,6080.99"
"-0.85,6095,6094.15"
"0.31,6110,6110.31"
"0.39,6125,6125.39"
"-0.89,6140,6139.11"
"0.97,6155,6155.97"
"-0.58,6170,6169.42"
"-0.09,6185,6184.91"
"0.71,6200,6200.71"
"-1.00,6215,6214.00"
"0.80,6230,6230.80"
"-0.22,6245,6244.78"
"-0.47,6260,6259.53"
"0.93,6275,6275.93"
"-0.95,6290,6289.05"
"0.51,6305,6305.51"
"0.18,6320,6320.18"
"-0.77,6335,6334.23"
"1.00,635,6351.00"
"-0.75,6365,6364.25"
"0.13,6380.54,6395,6395.54"
"-0.96,6410,6409.04"
"0.91,6425,6425.91"
"-0.43,6440,6439.57"
"-0.26,6455,6454.74"
"0.83,6470,6470.83"
"-0.99,6485,6484.01"
"0.68,6500,6500.68"
"-0.04,6515,6514.96"
"-0.62,6530,6529.38"
"0.98,6545,6545.98"
"-0.87,6560,6559.13"
"0.35,6575,6575.35"
"0.35,6590,6590.35"
"-0.87,6605,6604.13"
"0.98,6620,6620.98"
"-0.62,6635,6634.38"
"-0.04,6650,6649.96"
"0.68,6665,6665.68"
"-0.99,6680,6679.01"
"0.83,6695,6695.83"
"-0.26,6710,6709.74"
"-0.43,6725,6724.57"
"0.91,6740,6740.91"
"-0.96,6755,6754.04"
"0.54,6770,6770.54"
"0.13,6785,6785.13"
"-0.74,6800,6799.26"
"1.00,6815,6816.00"
"-0.77,6830,6829.23"
"0.18,6845,6845.18"
"0.51,6860,6860.51"
"-0.95,6875,6874.05"
"0.93,6890,6890.93"
"-0.47,6905,6904.53"
"-0.22,6920,6919.78"
"0.80,6935,6935.80"
"-1.00,6950,6949.00"
"0.72,6965,6965.72"
"-0.09,6980,6979.91"
"-0.58,6995,6994.42"
"0.97,7010,7010.97"
"-0.89,7025,7024.11"
"0.39,7040,7040.39"
"0.30,7055,7055.30"
"-0.85,7070,7069.15"
"0.99,7085,7085.99"
"-0.65,7100,7099.35"
"0.00,7115,7115.00"
"0.65,7130,7130.65"
"-0.99,7145,7144.01"
"0.85,7160,7160.85"
"-0.31,7175,7174.69"
"-0.39,7190,7189.61"
"0.89,7205,7205.89"
"-0.97,7220,7219.03"
"0.58,7235,7235.58"
"0.09,7250,7250.09"
"-0.71,7265,7264.29"
"1.00,7280,7281.00"
"-0.80,7295,7294.20"
"0.22,7310,7310.22"
"0.47,7325,7325.47"
"-0.93,7340,7339.07"
"0.95,7355,7355.95"
"-0.51,7370,7369.49"
"-0.18,7385,7384.82"
"0.77,7400,7400.77"
"-1.00,7415,7414.00"
"0.75,7430,7430.75"
"-0.13,7445,7444.87"
"-0.54,7460,7459.46"
"0.96,7475,7475.96"
"-0.91,7490,7489.09"
"0.43,7505,7505.43"
"0.26,7520,7520.26"
"-0.83,7535,7534.17"
"0.99,7550,7550.99"
"-0.68,7565,7564.32"
"0.04,7580,7580.04"
"0.62,7595,7595.62"
"-0.98,7610,7609.02"
"0.87,7625,7625.87"
""
