"pitch [deg], pitch_time [ms] pitch_crc"
"-0.42,4643,4642.58"
"-0.27,4658,4657.73"
"0.83,4673,4673.83"
"-0.99,4688,4687.01"
"0.68,4703,4703.68"
"-0.04,4718,4717.96"
"-0.62,4733,4732.38"
"0.98,4748,4748.98"
"-0.87,4763,4762.13"
"0.34,4778,4778.34"
"0.35,4793,4793.35"
"-0.88,4808,4807.12"
"0.98,4823,4823.98"
"-0.61,4838,4837.39"
"-0.05,4853,4852.95"
"0.69,4868,4868.69"
"-0.99,4883,4882.01"
"0.82,4898,4898.82"
"-0.25,4913,4912.75"
"-0.44,4928,4927.56"
"0.92,4943,4943.92"
"-0.96,4958,4957.04"
"0.54,4973,4973.54"
"0.14,4988,4988.14"
"-0.75,5003,5002.25"
"1.00,5018,5019.00"
"-0.77,5033,5032.23"
"0.17,5048,5048.17"
"0.51,5063,5063.51"
"-0.95,5078,5077.05"
"0.93,5093,5093.93"
"-0.46,5108,5107.54"
"-0.23,5123,5122.77"
"0.81,5138,5138.81"
"-1.00,5153,5152.00"
"0.71,5168,5168.71"
"-0.08,5183,5182.92"
"-0.59,5198,5197.41"
"0.97,5213,5213.97"
"-0.89,5228,5227.11"
"0.38,5243,5243.38"
"0.31,5258,5258.31"
"-0.86,5273,5272.14"
"0.99,5288,5288.99"
"-0.64,5303,5302.36"
"-0.01,5318,5317.99"
"0.66,5333,5333.66"
"-0.99,5348,5347.01"
"0.85,5363,5363.85"
"-0.30,5378,5377.70"
"-0.40,5393,5392.60"
"0.90,5408,5408.90"
"-0.97,5423,5422.03"
"0.57,5438,5438.57"
"0.10,5453,5453.10"
"-0.72,5468,5467.28"
"1.00,5483,5484.00"
"-0.80,5498,5497.20"
"0.21,5513,5513.21"
"0.48,5528,5528.48"
"-0.93,5543,5542.07"
"0.94,5558,5558.94"
"-0.50,5573,5572.50"
"-0.18,5588,5587.82"
"0.78,5603,5603.78"
"-1.00,5618,5617.00"
"0.74,5633,5633.74"
"-0.12,5648,5647.88"
"-0.55,5663,5662.45"
"0.96,5678,5678.96"
"-0.91,5693,5692.09"
"0.42,5708,5708.42"
"0.27,5723,5723.27"
"-0.83,5738,5737.17"
"0.99,5753,5753.99"
"-0.68,5768,5767.32"
"0.04,5783,5783.04"
"0.62,5798,5798.62"
"-0.98,5813,5812.02"
"0.87,5828,5828.87"
"-0.34,5843,5842.66"
"-0.35,5858,5857.65"
"0.88,5873,5873.88"
"-0.98,5888,5887.02"
"0.61,5903,5903.61"
"0.05,5918,5918.05"
"-0.69,5933,5932.31"
"0.99,5948,5948.99"
"-0.82,5963,5962.18"
"0.25,5978,5978.25"
"0.44,5993,5993.44"
"-0.92,6008,6007.08"
"0.96,6023,6023.96"
"-0.54,6038,6037.46"
"-0.14,6053,6052.86"
"0.75,6068,6068.75"
"-1.00,6083,6082.00"
"0.77,6098,6098.77"
"-0.17,6113,6112.83"
"-0.51,6128,6127.49"
"0.95,6143,6143.95"
"-0.93,6158,6157.07"
"0.46,6173,6173.46"
"0.23,6188,6188.23"
"-0.81,6203,6202.19"
"1.00,6218,6219.00"
"-0.71,6233,6232.29"
"0.08,6248,6248.08"
"0.59,6263,6263.59"
"-0.97,6278,6277.03"
"0.89,6293,6293.89"
"-0.38,6308,6307.62"
"-0.31,6323,6322.69"
"0.86,6338,6338.86"
"-0.99,6353,6352.01"
"0.64,6368,6368.64"
"0.01,6383,6383.01"
"-0.66,6398,6397.34"
"0.99,6413,6413.99"
"-0.85,6428,6427.15"
"0.30,6443,6443.30"
"0.40,6458,6458.40"
"-0.90,6473,6472.10"
"0.97,6488,6488.97"
"-0.57,6503,6502.43"
"-0.10,6518,6517.90"
"0.72,6533,6533.72"
"-1.00,6548,6547.00"
"0.80,6563,6563.80"
"-0.21,6578,6577.79"
"-0.48,6593,6592.52"
"0.93,6608,6608.93"
"-0.94,6623,6622.06"
"0.50,6638,6638.50"
"0.18,6653,6653.18"
"-0.78,6668,6667.22"
"1.00,6683,6684.00"
"-0.74,6698,6697.26"
"0.12,6713,6713.12"
"0.55,6728,6728.55"
"-0.96,6743,6742.04"
"0.91,6758,6758.91"
"-0.42,6773,6772.58"
"-0.27,6788,6787.73"
"0.83,6803,6803.83"
"-0.99,6818,6817.01"
"0.68,6833,6833.68"
"-0.04,6848,6847.96"
"-0.62,6863,6862.38"
"0.98,6878,6878.98"
"-0.87,6893,6892.13"
"0.34,6908,6908.34"
"0.35,6923,6923.35"
"-0.88,6938,6937.12"
"0.98,6953,6953.98"
"-0.61,6968,6967.39"
"-0.05,6983,6982.95"
"0.69,6998,6998.69"
"-0.99,7013,7012.01"
"0.82,7028,7028.82"
"-0.25,7043,7042.75"
"-0.44,7058,7057.56"
"0.92,7073,7073.92"
"-0.96,7088,7087.04"
"0.54,7103,7103.54"
"0.14,7118,7118.14"
"-0.75,7133,7132.25"
"1.00,7148,7149.00"
"-0.77,7163,7162.23"
"0.17,7178,7178.17"
"0.51,7193,7193.51"
"-0.95,7208,7207.05"
"0.93,7223,7223.93"
"-0.46,7238,7237.54"
"-0.23,7253,7252.77"
"0.81,7268,7268.81"
"-1.00,7283,7282.00"
"0.71,7298,7298.71"
"-0.08,7313,7312.92"
"-0.59,7328,7327.41"
"0.97,7343,7343.97"
"-0.89,7358,7357.11"
"0.38,7373,7373.38"
"0.31,7388,7388.31"
"-0.86,7403,7402.15"
"0.99,7418,7418.99"
"-0.64,7433,7432.36"
"-0.01,7448,7447.99"
"0.66,7463,7463.66"
"-0.99,7478,7477.01"
"0.85,7493,7493.85"
"-0.30,7508,7507.70"
"-0.40,7523,7522.60"
"0.90,7538,7538.90"
"-0.97,7553,7552.03"
"0.57,7568,7568.57"
"0.10,7583,7583.10"
"-0.72,7598,7597.28"
"1.00,7613,7614.00"
"-0.80,7628,7627.20"
"0.21,7643,7643.21"
"0.47,7658,7658.48"
"-0.93,7673,7672.07"
"0.94,7688,7688.94"
"-0.50,7703,7702.50"
"-0.18,7718,7717.82"
"0.78,7733,7733.78"
"-1.00,7748,7747.00"
"0.74,7763,7763.74"
"-0.12,7778,7777.88"
"-0.55,7793,7792.45"
"0.96,7808,7808.96"
"-0.91,7823,7822.09"
"0.42,7838,7838.42"
"0.27,7853,7853.27"
"-0.83,7868,7867.17"
"0.99,7883,7883.99"
"-0.68,7898,7897.32"
"0.04,7913,7913.04"
"0.62,7928,7928.62"
"-0.98,7943,7942.02"
"0.87,7958,7958.87"
"-0.34,7973,7972.66"
"-0.35,7988,7987.65"
"0.88,8003,8003.88"
"-0.98,8018,8017.02"
"0.61,8033,8033.61"
"0.05,8048,8048.05"
"-0.69,8063,8062.31"
"0.99,8078,8078.99"
"-0.82,8093,8092.18"
"0.25,8108,8108.25"
"0.44,8123,8123.44"
"-0.92,8138,8137.08"
"0.96,8153,8153.96"
"-0.54,8168,8167.46"
"-0.14,8183,8182.86"
"0.75,8198,8198.75"
"-1.00,8213,8212.00"
"0.77,8228,8228.77"
"-0.17,8243,8242.83"
"-0.51,8258,8257.49"
"0.95,8273,8273.95"
"-0.93,8288,8287.07"
"0.46,8303,8303.46"
"0.23,8318,8318.23"
"-0.81,8333,8332.19"
"1.00,8348,8349.00"
"-0.71,8363,8362.29"
"0.08,8378,8378.08"
"0.59,8393,8393.59"
"-0.97,8408,8407.03"
"0.89,8423,8423.89"
"-0.38,8438,8437.62"
"-0.31,8453,8452.69"
"0.86,8468,8468.86"
"-0.99,8483,8482.01"
"0.64,8498,8498.64"
"0.01,8513,8513.01"
"-0.66,8528,8527.34"
"0.99,8543,8543.99"
"-0.85,8558,8557.15"
"0.30,8573,8573.30"
"0.40,8588,8588.40"
"-0.90,8603,8602.10"
"0.97,8618,8618.97"
"-0.57,8633,8632.43"
"-0.10,8648,8647.90"
"0.72,8663,8663.72"
"-1.00,8678,8677.00"
"0.80,8693,8693.80"
"-0.21,8708,8707.79"
"-0.47,8723,8722.53"
"0.93,8738,8738.93"
"-0.94,8753,8752.06"
"0.50,8768,8768.50"
"0.18,8783,8783.18"
"-0.78,8798,8797.22"
"1.00,8813,8814.00"
"-0.74,8828,8827.26"
"0.12,8843,8843.12"
"0.55,8858,8858.55"
"-0.96,8873,8872.04"
"0.91,8888,8888.91"
"-0.42,8903,8902.58"
"-0.27,8918,8917.73"
"0.83,8933,8933.83"
"-0.99,8948,8947.01"
"0.68,8963,8963.68"
"-0.04,8978,8977.96"
"-0.62,8993,8992.38"
"0.98,9008,9008.98"
"-0.87,9023,9022.13"
"0.34,9038,9038.34"
"0.35,9053,9053.35"
"-0.88,9068,9067.12"
"0.98,9083,9083.98"
"-0.61,9098,9097.39"
"-0.05,9113,9112.95"
"0.69,9128,9128.69"
"-0.99,9143,9142.00"
"0.82,9158,9158.82"
"-0.25,9173,9172.75"
"-0.44,9188,9187.56"
"0.92,9203,9203.92"
"-0.96,9218,9217.04"
"0.54,9233,9233.54"
"0.14,9248,9248.14"
"-0.75,9263,9262.25"
"1.00,9278,9279.00"
"-0.77,9293,9292.23"
"0.17,9308,9308.17"
"0.51,9323,9323.51"
"-0.95,9338,9337.05"
"0.93,9353,9353.93"
"-0.46,9368,9367.54"
"-0.23,9383,9382.77"
"0.81,9398,9398.81"
"-1.00,9413,9412.00"
"0.71,9428,9428.71"
"-0.08,9443,9442.92"
"-0.59,9458,9457.41"
"0.97,9473,9473.97"
"-0.89,9488,9487.11"
"0.38,9503,9503.38"
"0.31,9518,9518.31"
"-0.86,9533,9532.14"
"0.99,9548,9548.99"
"-0.64,9563,9562.36"
"-0.01,9578,9577.99"
"0.66,9593,9593.66"
"-0.99,9608,9607.01"
"0.85,9623,9623.85"
"-0.30,9638,9637.70"
"-0.40,9653,9652.60"
"0.90,9668,9668.90"
"-0.97,9683,9682.03"
"0.57,9698,9698.57"
"0.10,9713,9713.10"
"-0.72,9728,9727.28"
"1.00,9743,9744.00"
"-0.80,9758,9757.20"
"0.21,9773,9773.21"
"0.47,9788,9788.47"
"-0.93,9803,9802.07"
"0.94,9818,9818.94"
"-0.50,9833,9832.50"
"-0.18,9848,9847.82"
"0.78,9863,9863.78"
"-1.00,9878,9877.00"
"0.74,9893,9893.74"
"-0.12,9908,9907.88"
"-0.55,9923,9922.45"
"0.96,9938,9938.96"
"-0.91,9953,9952.09"
"0.42,9968,9968.42"
"0.27,9983,9983.27"
"-0.83,9998,9997.17"
"0.99,10013,10013.99"
"-0.68,10028,10027.32"
"0.04,10043,10043.04"
"0.62,10058,10058.62"
"-0.98,10073,10072.02"
"0.87,10088,10088.87"
"-0.34,10103,10102.66"
"-0.35,10118,10117.65"
"0.88,10133,10133.88"
"-0.98,10148,10147.02"
"0.61,10163,10163.61"
"0.05,10178,10178.05"
"-0.69,10193,10192.31"
"0.99,10208,10209.00"
"-0.82,10223,10222.18"
"0.25,10238,10238.25"
"0.44,10253,10253.44"
"-0.92,10268,10267.08"
"0.96,10283,10283.96"
"-0.54,10298,10297.46"
"-0.14,10313,10312.86"
"0.75,10328,10328.75"
"-1.00,10343,10342.00"
"0.77,10358,10358.77"
"-0.17,10373,10372.83"
"-0.51,10388,10387.49"
"0.95,10403,10403.95"
"-0.93,10418,10417.07"
"0.46,10433,10433.46"
"0.23,10448,10448.23"
"-0.81,10463,10462.19"
"1.00,10478,10479.00"
"-0.71,10493,10492.29"
"0.08,10508,10508.08"
"0.59,10523,10523.59"
"-0.97,10538,10537.03"
"0.89,10553,10553.89"
"-0.38,10568,10567.62"
"-0.31,10583,10582.69"
"0.86,10598,10598.86"
"-0.99,10613,10612.01"
"0.64,10628,10628.64"
"0.01,10643,10643.01"
"-0.66,10658,10657.34"
"0.99,10673,10673.99"
"-0.85,10688,10687.15"
"0.30,10703,10703.30"
"0.40,10718,10718.40"
"-0.90,10733,10732.10"
"0.97,10748,10748.97"
"-0.57,10763,10762.43"
"-0.10,10778,10777.90"
"0.72,10793,10793.72"
"-1.00,10808,10807.00"
"0.80,10823,10823.80"
"-0.21,10838,10837.79"
"-0.47,10853,10852.53"
"0.93,10868,10868.93"
"-0.94,10883,10882.06"
"0.50,10898,10898.50"
"0.18,10913,10913.18"
"-0.78,10928,10927.22"
"1.00,10943,10944.00"
"-0.74,10958,10957.26"
"0.12,10973,10973.12"
"0.55,10988,10988.55"
"-0.96,11003,11002.04"
"0.91,11018,11018.91"
"-0.42,11033,11032.58"
"-0.27,11048,11047.73"
"0.83,11063,11063.83"
"-0.99,11078,11077.01"
"0.68,11093,11093.68"
"-0.04,11108,11107.96"
"-0.62,11123,11122.38"
"0.98,11138,11138.98"
"-0.87,11153,11152.13"
"0.34,11168,11168.34"
"0.35,11183,11183.35"
"-0.88,11198,11197.12"
"0.98,11213,11213.98"
"-0.61,11228,11227.39"
"-0.05,11243,11242.95"
"0.69,11258,11258.69"
"-0.99,11273,11272.00"
"0.82,11288,11288.82"
"-0.25,11303,11302.75"
"-0.44,11318,11317.56"
"0.92,11333,11333.92"
"-0.96,11348,11347.04"
"0.54,11363,11363.54"
"0.14,11378,11378.14"
"-0.75,11393,11392.25"
"1.00,11408,11409.00"
"-0.77,11423,11422.23"
"0.17,11438,11438.17"
"0.51,11453,11453.51"
"-0.95,11468,11467.05"
"0.93,11483,11483.93"
"-0.46,11498,11497.54"
"-0.23,11513,11512.77"
"0.81,11528,11528.81"
"-1.00,11543,11542.00"
"0.71,11558,11558.71"
"-0.08,11573,11572.92"
"-0.59,11588,11587.41"
"0.97,11603,11603.97"
"-0.89,11618,11617.11"
"0.38,11633,11633.38"
"0.31,11648,11648.31"
"-0.86,11663,11662.14"
"0.99,11678,11678.99"
"-0.64,11693,11692.36"
"-0.01,11708,11707.99"
"0.66,11723,11723.66"
"-0.99,11738,11737.01"
"0.85,11753,11753.85"
"-0.30,11768,11767.70"
"-0.40,11783,11782.61"
"0.90,11798,11798.90"
"-1813,11812.03"
"0.57,11828,11828.57"
"0.10,11843,11843.10"
"-0.72,11858,11857.28"
"1.00,11873,11874.00"
"-0.80,11888,11887.20"
"003,11903.21"
"0.47,11918,11918.47"
"-0.93,11933,11932.07"
"0.94,11948,11948.94"
"-0.50,11963,11962.50"
"-0.18,11978,11977.82"
"0.78,11993,11993.78"
"-1.00,12008,12007.00"
"0.74,12023,12023.74"
"-012,12038,12037.87"
"-0.55,12053,12052.45"
"0.96,12068,12068.96"
"-0.91,12083,12082.09"
"0.42,12098,12098.42"
"0.27,12113,12113.27"
"-0.83,12128,12127.17"
"0.99,12143,12143.99"
"-0.68,12158,12157.32"
"0.04,12173,12173.04"
"0.62,12188,12188.62"
"-0.98,12203,12202.02"
"0.87,12218,12218.87"
"-0.34,12233,12232.66"
"-0.35,12248,12247.65"
"0.88,12263,12263.88"
"-0.98,12278,12277.02"
"0.61,12293,12293.61"
"0.05,12308,12308.05"
"-0.69,12323,12322.31"
"0.99,12338,12339.00"
"-0.82,12353,12352.18"
"0.25,12368,12368.25"
"0.44,12383,12383.44"
"-0.92,12398,12397.08"
"0.96,12413,12413.96"
"-0.54,12428,12427.46"
"-0.14,12443,12442.86"
"0.75,12458,12458.75"
"-73,12472.00"
"0.77,12488,12488.77"
"-0.17,12503,12502.83"
"-0.51,12518,12517.49"
"0.95,12533,12533.95"
"-0.93,12548,12547.07"
"0.46,12563,12563.46"
"0.23,12578,12578.23"
"-0.81,12593,12592.19"
"1.00,12608,12609.00"
"-0.71,12623,12622.29"
"0.08,12638,12638.08"
"0.59,12653,12653.59"
"-0.97,12668,12667.03"
"0.89,12683,12683.89"
"-0.38,12698,12697.62"
"-0.31,12713,12712.69"
"0.85,12728,12728.85"
"-0.99,12743,12742.01"
"0.64,12758,12758.64"
"0.01,12773,12773.01"
"-0.66,12788,12787.34"
"0.99,12803,12803.99"
"-0.85,12818,12817.15"
"0.30,12833,12833.30"
"0.39,12848,12848.39"
"-0.90,12863,12862.10"
"0.97,12878,12878.97"
"-0.57,12893,12892.43"
"-0.10,12908,12907.90"
"012923.72"
"-1.00,12938,12937.00"
"0.80,12953,12953.80"
"-0.21,12968,12967.79"
"-,12982.53"
"0.93,12998,12998.93"
"-0.94,13013,13012.06"
"0.50,13028,13028.50"
"0.18,13043,13043.18"
"-0.78,13058,13057.22"
"1.00,13073,13074.00"
"-0.74,13088,13087.26"
"0.12,13103,13103.12"
"0."
"-0.96,13133,13132.04"
"0.91,13148,13148.91"
"-0.42,13163,13162.58"
"-0.27,13178,13177.73"
"0.83,13193,13193.83"
"-0.99,13208,13207.01"
"0.68,13223,13223.68"
"-0.04,13238,13237.96"
"-0.98,13268,13268.98"
"-0.87,13283,13282.13"
"0.34,13298,13298.34"
"0.35,13313,13313.35"
"-0.88,13328,13327.12"
"0.98,13343,13343.98"
"-0.61,13358,13357.39"
"-0.05,13373,13372.95"
"0.69,13388,13388.69"
"-0.99,13403,13402.00"
"0.82,13418,13418.82"
"-0.25,13433,13432.75"
"-0.44,13448,13447.56"
"0.92,13463,13463.92"
"-0.96,13478,13477.04"
"0.54,13493,13493.54"
"0.14,13508,13508.14"
"-0.75,13523,13522.25"
"1.00,13538,13539.00"
"-0.77,13553,13552.23"
"0.17,13568,13568.17"
"0.51,13583,13583.51"
"-0.95,13598,13597.05"
"0.93,13613,13613.93"
"-0.46,13628,13627.54"
"-0.23,13643,13642.77"
"0.81,13658,13658.81"
"-1.00,13673,13672.00"
"0.71,13688,13688.71"
"-0.08,13703,13702.92"
"-0.59,13718,13717.41"
"0.97,13733,13733.97"
"-0.89,13748,13747.11"
"0.38,13763,13763.38"
"0.31,13778,13778.31"
"-0.85,13793,13792.15"
"0.99,13808,13808.99"
"-0.64,13823,13822.36"
"-0.01,13838,13837.99"
"0.66,13853,13853.66"
"-0.99,13868,13867.01"
"0.85,13883,13883.85"
"-0.30,13898,13897.70"
"-0.39,13913,13912.61"
"0.90,13928,13928.90"
"-0.97,13943,13942.03"
"0.57,13958,13958.57"
"0.10,13973,13973.10"
"-0.72,13988,13987.28"
"1.00,14003,14004.00"
"-0.80,14018,14017.20"
"0.21,14033,14033.21"
"0.47,14048,14048.47"
"-0.93,14063,14062.07"
"0.94,14078,14078.94"
"-0.50,14093,14092.50"
"-0.18,14108,14107.82"
"0.78,14123,14123.78"
"-1.00,14138,14137.00"
"0.74,14153,14153.74"
"-0.12,14168,14167.87"
"-0.55,14183,14182.45"
"0.96,14198,14198.96"
"-0.91,14213,14212.09"
"0.42,14228,14228.42"
"0.27,14243,14243.27"
"-0.83,14258,14257.17"
"0.99,14273,14273.99"
"-0.68,14288,14287.32"
"0.04,14303,14303.04"
"0.62,14318,14318.62"
"-0.98,14333,14332.02"
"0.87,14348,14348.87"
"-0.34,14363,14362.66"
"-0.35,14378,14377.65"
"0.88,14393,14393.88"
"-0.98,14408,14407.02"
"0.61,14423,14423.61"
"0.05,14438,14438.05"
"-0.69,14453,14452.31"
"0.99,14468,14469.00"
"-0.82,14483,14482.18"
"0.26,14498,14498.25"
"0.44,14513,14513.43"
"-0.92,14528,14527.08"
"0.96,14543,14543.96"
