"pitch [deg], pitch_time [ms] pitch_crc"
"-6.38,1381,1374.62"
"-6.38,1396,1389.62"
"-6.38,1411,1404.62"
"-6.38,1426,1419.62"
"-6.38,1441,1434.62"
"-6.38,1456,1449.62"
"-6.38,1471,1464.62"
"-6.38,1486,1479.62"
"-6.38,1501,1494.62"
"-6.38,1516,1509.62"
"-6.38,1531,1524.62"
"-6.38,1546,1539.62"
"-6.38,1561,1554.62"
"-6.38,1576,1569.62"
"-6.38,1591,1584.62"
"-6.38,1606,1599.62"
"-6.38,1621,1614.62"
"-6.38,1636,1629.62"
"-6.38,1651,1644.62"
"-6.38,1666,1659.62"
"-6.38,1681,1674.62"
"-6.38,1696,1689.62"
"-6.38,1711,1704.62"
"-6.38,1726,1719.62"
"-6.38,1741,1734.62"
"-6.38,1756,1749.62"
"-6.38,1771,1764.62"
"-6.38,1786,1779.62"
"-6.38,1801,1794.62"
"-6.38,1816,1809.62"
"-6.38,1831,1824.62"
"-6.38,1846,1839.62"
"-6.38,1861,1854.62"
"-6.38,1876,1869.62"
"-6.38,1891,1884.62"
"-6.38,1906,1899.62"
"-6.38,1921,1914.62"
"-6.38,1936,1929.62"
"-6.38,1951,1944.62"
"-6.38,1966,1959.62"
"-6.38,1981,1974.62"
"-6.38,1996,1989.62"
"-6.38,2011,2004.62"
"-6.38,2026,2019.62"
"-6.38,2041,2034.62"
"-6.38,2056,2049.62"
"-6.38,2071,2064.62"
"-6.38,2086,2079.62"
"-6.38,2101,2094.62"
"-6.38,2116,2109.62"
"-6.38,2131,2124.62"
"-6.38,2146,2139.62"
"-6.38,2161,2154.62"
"-6.38,2176,2169.62"
"-6.38,2191,2184.62"
"-6.38,2206,2199.62"
"-6.38,2221,2214.62"
"-6.38,2236,2229.62"
"-6.38,2251,2244.62"
"-6.38,2266,2259.62"
"-6.38,2281,2274.62"
"-6.38,2296,2289.62"
"-6.38,2311,2304.62"
"-6.38,2326,2319.62"
"-6.38,2341,2334.62"
"-6.38,2356,2349.62"
"-6.38,2371,2364.62"
"-6.38,2386,2379.62"
"-6.38,2401,2394.62"
"-6.38,2416,2409.62"
"-6.38,2431,2424.62"
"-6.38,2446,2439.62"
"-6.38,2461,2454.62"
"-6.38,2476,2469.62"
"-6.38,2491,2484.62"
"-6.38,2506,2499.62"
"-6.38,2521,2514.62"
"-6.38,2536,2529.62"
"-6.38,2551,2544.62"
"-6.38,2566,2559.62"
"-6.38,2581,2574.62"
"-6.38,2596,2589.62"
"-6.38,2611,2604.62"
"-6.38,2626,2619.62"
"-6.38,2641,2634.62"
"-6.38,2656,2649.62"
"-6.38,2671,2664.62"
"-6.38,2686,2679.62"
"-6.38,2701,2694.62"
"-6.38,2716,2709.62"
"-6.38,2731,2724.62"
"-6.38,2746,2739.62"
"-6.38,2761,2754.62"
"-6.38,2776,2769.62"
"-6.38,2791,2784.62"
"-6.38,2806,2799.62"
"-6.38,2821,2814.62"
"-6.38,2836,2829.62"
"-6.38,2851,2844.62"
"-6.38,2866,2859.62"
"-6.38,2881,2874.62"
"-6.38,2896,2889.62"
"-6.38,2911,2904.62"
"-6.38,2926,2919.62"
"-6.38,2941,2934.62"
"-6.38,2956,2949.62"
"-6.38,2971,2964.62"
"-6.38,2986,2979.62"
"-6.38,3001,2994.62"
"-6.38,3016,3009.62"
"-6.38,3031,3024.62"
"-6.38,3046,3039.62"
"-6.38,3061,3054.62"
"-6.38,3076,3069.62"
"-6.38,3091,3084.62"
"-6.38,3106,3099.62"
"-6.38,3121,3114.62"
"-6.38,3136,3129.62"
"-6.38,3151,3144.62"
"-6.38,3166,3159.62"
"-6.38,3181,3174.62"
"-6.38,3196,3189.62"
"-6.38,3211,3204.62"
"-6.38,3226,3219.62"
"-6.38,3241,3234.62"
"-6.38,3256,3249.62"
"-6.38,3271,3264.62"
"-6.38,3286,3279.62"
"-6.38,3301,3294.62"
"-6.38,3316,3309.62"
"-6.38,3331,3324.62"
"-6.38,3346,3339.62"
"-6.38,3361,3354.62"
"-6.38,3376,3369.62"
"-6.38,3391,3384.62"
"-6.38,3406,3399.62"
"-6.38,3421,3414.62"
"-6.38,3436,3429.62"
"-6.38,3451,3444.62"
"-6.38,3466,3459.62"
"-6.38,3481,3474.62"
"-6.38,3496,3489.62"
"-6.38,3511,3504.62"
"-6.38,3526,3519.62"
"-6.38,3541,3534.62"
"-6.38,3556,3549.62"
"-6.38,3571,3564.62"
"-6.38,3586,3579.62"
"-6.38,3601,3594.62"
"-6.38,3616,3609.62"
"-6.38,3631,3624.62"
"-6.38,3646,3639.62"
"-6.38,3661,3654.62"
"-6.38,3676,3669.62"
"-6.38,3691,3684.62"
"-6.38,3706,3699.62"
"-6.38,3721,3714.62"
"-6.38,3736,3729.62"
"-6.38,3751,3744.62"
"-6.38,3766,3759.62"
"-6.38,3781,3774.62"
"-6.38,3796,3789.62"
"-6.38,3811,3804.62"
"-6.38,3826,3819.62"
"-6.38,3841,3834.62"
"-6.38,3856,3849.62"
"-6.38,3871,3864.62"
"-6.38,3886,3879.62"
"-6.38,3901,3894.62"
"-6.38,3916,3909.62"
"-6.38,3931,3924.62"
"-6.38,3946,3939.62"
"-6.38,3961,3954.62"
"-6.38,3976,3969.62"
"-6.38,3991,3984.62"
"-6.38,4006,3999.62"
"-6.38,4021,4014.62"
"-6.38,4036,4029.62"
"-6.38,4051,4044.62"
"-6.38,4066,4059.62"
"-6.38,4081,4074.62"
"-6.38,4096,4089.62"
"-6.38,4111,4104.62"
"-6.38,4126,4119.62"
"-6.38,4141,4134.62"
"-6.38,4156,4149.62"
"-6.38,4171,4164.62"
"-6.38,4186,4179.62"
"-6.38,4201,4194.62"
"-6.38,4216,4209.62"
"-6.38,4231,4224.62"
"-6.38,4246,4239.62"
"-6.38,4261,4254.62"
"-6.38,4276,4269.62"
"-6.38,4291,4284.62"
"-6.38,4306,4299.62"
"-6.38,4321,4314.62"
"-6.38,4336,4329.62"
"-6.38,4351,4344.62"
"-6.38,4366,4359.62"
"-6.38,4381,4374.62"
"-6.38,4396,4389.62"
"-6.38,4411,4404.62"
"-6.38,4426,4419.62"
"-6.38,4441,4434.62"
"-6.38,4456,4449.62"
"-6.38,4471,4464.62"
"-6.38,4486,4479.62"
"-6.38,4501,4494.62"
"-6.38,4516,4509.62"
"-6.38,4531,4524.62"
"-6.38,4546,4539.62"
"-6.38,4561,4554.62"
"-6.38,4576,4569.62"
"-6.38,4591,4584.62"
"-6.38,4606,4599.62"
"-6.38,4621,4614.62"
"-6.38,4636,4629.62"
"-6.38,4651,4644.62"
"-6.38,4666,4659.62"
"-6.38,4681,4674.62"
"-6.38,4696,4689.62"
"-6.38,4711,4704.62"
"-6.38,4726,4719.62"
"-6.38,4741,4734.62"
"-6.38,4756,4749.62"
"-6.38,4771,4764.62"
"-6.38,4786,4779.62"
"-6.38,4801,4794.62"
"-6.38,4816,4809.62"
"-6.38,4831,4824.62"
"-6.38,4846,4839.62"
"-6.38,4861,4854.62"
"-6.38,4876,4869.62"
"-6.38,4891,4884.62"
"-6.38,4906,4899.62"
"-6.38,4921,4914.62"
"-6.38,4936,4929.62"
"-6.38,4951,4944.62"
"-6.38,4966,4959.62"
"-6.38,4981,4974.62"
"-6.38,4996,4989.62"
"-6.38,5011,5004.62"
"-6.38,5026,5019.62"
"-6.38,5041,5034.62"
"-6.38,5056,5049.62"
"-6.38,5071,5064.62"
"-6.38,5086,5079.62"
"-6.38,5101,5094.62"
"-6.38,5116,5109.62"
"-6.38,5131,5124.62"
"-6.38,5146,5139.62"
"-6.38,5161,5154.62"
"-6.38,5176,5169.62"
"-6.38,5191,5184.62"
"-6.38,5206,5199.62"
"-6.38,5221,5214.62"
"-6.38,5236,5229.62"
"-6.38,5251,5244.62"
"-6.38,5266,5259.62"
"-6.38,5281,5274.62"
"-6.38,5296,5289.62"
"-6.38,5311,5304.62"
"-6.38,5326,5319.62"
"-6.38,5341,5334.62"
"-6.38,5356,5349.62"
"-6.38,5371,5364.62"
"-6.38,5386,5379.62"
"-6.38,5401,5394.62"
"-6.38,5416,5409.62"
"-6.38,5431,5424.62"
"-6.38,5446,5439.62"
"-6.38,5461,5454.62"
"-6.38,476,5469.62"
"-6.38,5491,5484.62"
"-6.38,5506,5499.62"
"-6.38,5521,5514.62"
"-6.38,5536,5529.62"
"-6.38,5551,5544.62"
"-6.38,5566,5559.62"
"-6.38,5581,5574.62"
"-6.38,5596,5589.62"
"-6.38,5611,5604.62"
"-6.38,5626,5619.62"
"-6.38,5641,5634.62"
"-6.38,5656,5649.62"
"-6.38,5671,5664.62"
"-6.38,5686,5679.62"
"-6.38,5701,5694.62"
"-6.38,5716,5709.62"
"-6.38,5731,5724.62"
"-6.38,5746,5739.62"
""
