"pitch [deg], pitch_time [ms] pitch_crc"
"0.65,1450,1450.65"
"-0.99,1465,1464.01"
"0.85,1480,1480.85"
"-0.30,1495,1494.70"
"-0.39,1510,1509.61"
"0.89,1525,1525.89"
"-0.97,1540,1539.03"
"0.58,1555,1555.58"
"0.09,1570,1570.09"
"-0.71,1585,1584.29"
"1.00,1600,1601.00"
"-0.80,1615,1614.20"
"0.22,1630,1630.22"
"0.47,1645,1645.47"
"-0.93,1660,1659.07"
"0.95,1675,1675.95"
"-0.51,1690,1689.49"
"-0.18,1705,1704.82"
"0.77,1720,1720.77"
"-1.00,1735,1734.00"
"0.75,1750,1750.75"
"-0.13,1765,1764.87"
"-0.54,1780,1779.46"
"0.96,1795,1795.96"
"-0.91,1810,1809.09"
"0.43,1825,1825.43"
"0.26,1840,1840.26"
"-0.83,1855,1854.17"
"0.99,1870,1870.99"
"-0.68,1885,1884.32"
"0.04,1900,1900.04"
"0.62,1915,1915.62"
"-0.98,1930,1929.02"
"0.87,1945,1945.87"
"-0.35,1960,1959.65"
"-0.35,1975,1974.65"
"0.87,1990,1990.87"
"-0.98,2005,2004.02"
"0.62,2020,2020.62"
"0.04,2035,2035.04"
"-0.68,2050,2049.32"
"0.99,2065,2065.99"
"-0.83,2080,2079.17"
"0.26,2095,2095.26"
"0.43,2110,2110.43"
"-0.91,2125,2124.09"
"0.96,2140,2140.96"
"-0.54,2155,2154.46"
"-0.13,2170,2169.87"
"0.74,2185,2185.74"
"-1.00,2200,2199.00"
"0.77,2215,2215.77"
"-0.18,2230,2229.82"
"-0.51,2245,2244.49"
"0.95,2260,2260.95"
"-0.93,2275,2274.07"
"0.47,2290,2290.47"
"0.22,2305,2305.22"
"-0.80,2320,2319.20"
"1.00,2335,2336.00"
"-0.72,2350,2349.28"
"0.09,2365,2365.09"
"0.58,2380,2380.58"
"-0.97,2395,2394.03"
"0.89,2410,2410.89"
"-0.39,2425,2424.61"
"-0.30,2440,2439.70"
"0.85,2455,2455.85"
"-0.99,2470,2469.01"
"0.65,2485,2485.65"
"-0.00,2500,2500.00"
"-0.65,2515,2514.35"
"0.99,2530,2530.99"
"-0.85,2545,2544.15"
"0.31,2560,2560.30"
"0.39,2575,2575.39"
"-0.89,2590,2589.11"
"0.97,2605,2605.97"
"-0.58,2620,2619.42"
"-0.09,2635,2634.91"
"0.71,2650,2650.71"
"-1.00,2665,2664.00"
"0.80,2680,2680.80"
"-0.22,2695,2694.78"
"-0.47,2710,2709.53"
"0.93,2725,2725.93"
"-0.95,2740,2739.05"
"0.51,2755,2755.51"
"0.18,2770,2770.18"
"-0.77,2785,2784.23"
"1.00,2800,2801.00"
"-0.75,2815,2814.25"
"0.13,2830,2830.13"
"0.54,2845,2845.54"
"-0.96,2860,2859.04"
"0.91,2875,2875.91"
"-0.43,2890,2889.57"
"-0.26,2905,2904.74"
"0.83,2920,2920.83"
"-0.99,2935,2934.01"
"0.68,2950,2950.68"
"-0.04,2965,2964.96"
"-0.62,2980,2979.38"
"0.98,2995,2995.98"
"-0.87,3010,3009.13"
"0.35,3025,3025.35"
"0.35,3040,3040.35"
"-0.87,3055,3054.13"
"0.98,3070,3070.98"
"-0.62,3085,3084.38"
"-0.04,3100,3099.96"
"0.68,3115,3115.68"
"-0.99,3130,3129.01"
"0.83,3145,3145.83"
"-0.26,3160,3159.74"
"-0.43,3175,3174.57"
"0.91,3190,3190.91"
"-0.96,3205,3204.04"
"0.54,3220,3220.54"
"0.13,3235,3235.13"
"-0.74,3250,3249.26"
"1.00,3265,3266.00"
"-0.77,3280,3279.23"
"0.18,3295,3295.18"
"0.51,3310,3310.51"
"-0.95,3325,3324.05"
"0.93,3340,3340.93"
"-0.47,3355,3354.53"
"-0.22,3370,3369.78"
"0.80,3385,3385.80"
"-1.00,3400,3399.00"
"0.72,3415,3415.72"
"-0.09,3430,3429.91"
"-0.58,3445,3444.42"
"0.97,3460,3460.97"
"-0.89,3475,3474.11"
"0.39,3490,3490.39"
"0.30,3505,3505.30"
"-0.85,3520,3519.15"
"0.99,3535,3535.99"
"-0.65,3550,3549.35"
"0.00,3565,3565.00"
"0.65,3580,3580.65"
"-0.99,3595,3594.01"
"0.85,3610,3610.85"
"-0.31,3625,3624.69"
"-0.39,3640,3639.61"
"0.89,3655,3655.89"
"-0.97,3670,3669.03"
"0.58,3685,3685.58"
"0.09,3700,3700.09"
"-0.71,3715,3714.29"
"1.00,3730,3731.00"
"-0.80,3745,3744.20"
"0.22,3760,3760.22"
"0.47,3775,3775.47"
"-0.93,3790,3789.07"
"0.95,3805,3805.95"
"-0.51,3820,3819.49"
"-0.18,3835,3834.82"
"0.77,3850,3850.77"
"-1.00,3865,3864.00"
"0.75,3880,3880.75"
"-0.13,3895,3894.87"
"-0.54,3910,3909.46"
"0.96,3925,3925.96"
"-0.91,3940,3939.09"
"0.43,3955,3955.43"
"0.26,3970,3970.26"
"-0.83,3985,3984.17"
"0.99,4000,4000.99"
"-0.68,4015,4014.32"
"0.04,4030,4030.04"
"0.62,4045,4045.62"
"-0.98,4060,4059.02"
"0.87,4075,4075.87"
"-0.35,4090,4089.65"
"-0.35,4105,4104.65"
"0.87,4120,4120.87"
"-0.98,4135,4134.02"
"0.62,4150,4150.62"
"0.04,4165,4165.04"
"-0.68,4180,4179.32"
"0.99,4195,4195.99"
"-0.83,4210,4209.17"
"0.26,4225,4225.26"
"0.43,4240,4240.43"
"-0.91,4255,4254.09"
"0.96,4270,4270.96"
"-0.54,4285,4284.46"
"-0.13,4300,4299.87"
"0.74,4315,4315.74"
"-1.00,4330,4329.00"
"0.77,4345,4345.77"
"-0.18,4360,4359.82"
"-0.51,4375,4374.49"
"0.95,4390,4390.95"
"-0.93,4405,4404.07"
"0.47,4420,4420.47"
"0.22,4435,4435.22"
"-0.80,4450,4449.20"
"1.00,4465,4466.00"
"-0.72,4480,4479.28"
"0.09,4495,4495.09"
"0.58,4510,4510.58"
"-0.97,4525,4524.03"
"0.89,4540,4540.89"
"-0.39,4555,4554.61"
"-0.30,4570,4569.70"
"0.85,4585,4585.85"
"-0.99,4600,4599.01"
"0.65,4615,4615.65"
"-0.00,4630,4630.00"
"-0.65,4645,4644.35"
"0.99,4660,4660.99"
"-0.85,4675,4674.15"
"0.31,4690,4690.31"
"0.39,4705,4705.39"
"-0.89,4720,4719.11"
"0.97,4735,4735.97"
"-0.58,4750,4749.42"
"-0.09,4765,4764.91"
"0.71,4780,4780.71"
"-1.00,4795,4794.00"
"0.80,4810,4810.80"
"-0.22,4825,4824.78"
"-0.47,4840,4839.53"
"0.93,4855,4855.93"
"-0.95,4870,4869.05"
"0.51,4885,4885.51"
"0.18,4900,4900.18"
"-0.77,4915,4914.23"
"1.00,4930,4931.00"
"-0.75,4945,4944.25"
"0.13,4960,4960.13"
"0.54,4975,4975.54"
"-0.96,4990,4989.04"
"0.91,5005,5005.91"
"-0.43,5020,5019.57"
"-0.26,5035,5034.74"
"0.83,5050,5050.83"
"-0.99,5065,5064.01"
"0.68,5080,5080.68"
"-0.04,5095,5094.96"
"-0.62,5110,5109.38"
"0.98,5125,5125.98"
"-0.87,5140,5139.13"
"0.35,5155,5155.35"
"0.35,5170,5170.35"
"-0.87,5185,5184.13"
"0.98,5200,5200.98"
"-0.62,5215,5214.38"
"-0.04,5230,5229.96"
"0.68,5245,5245.68"
"-0.99,5260,5259.01"
"0.83,5275,5275.83"
"-0.26,5290,5289.74"
"-0.43,5305,5304.57"
"0.91,5320,5320.91"
"-0.96,5335,5334.04"
"0.54,5350,5350.54"
"0.13,5365,5365.13"
"-0.74,5380,5379.26"
"1.00,5395,5396.00"
"-0.77,5410,5409.23"
"0.18,5425,5425.18"
"0.51,5440,5440.51"
"-0.95,5455,5454.05"
"0.93,5470,5470.93"
"-0.47,5485,5484.53"
"-0.22,5500,5499.78"
"0.80,5515,5515.80"
"-1.00,5530,5529.00"
"0.72,5545,5545.72"
"-0.09,5560,5559.91"
"-0.58,5575,5574.42"
"0.97,5590,5590.97"
"-0.89,5605,5604.11"
"0.39,5620,5620.39"
"0.30,5635,5635.30"
"-0.85,5650,5649.15"
"0.99,5665,5665.99"
"-0.65,5680,5679.35"
"0.00,5695,5695.00"
"0.65,5710,5710.65"
"-0.99,5725,5724.01"
"0.85,5740,5740.85"
"-0.31,5755,5754.69"
"-0.39,5770,5769.61"
"0.89,5785,5785.89"
"-0.97,5800,5799.03"
"0.58,5815,5815.58"
"0.09,5830,5830.09"
"-0.71,5845,5844.29"
"1.00,5860,5861.00"
"-0.80,5875,5874.20"
"0.22,5890,5890.22"
"0.47,5905,5905.47"
"-0.93,5920,5919.07"
"0.95,5935,5935.95"
"-0.51,5950,5949.49"
"-0.18,5965,5964.82"
"0.77,5980,5980.77"
"-1.00,5995,5994.00"
"0.75,6010,6010.75"
"-0.13,6025,6024.87"
"-0.54,6040,6039.46"
"0.96,6055,6055.96"
"-0.91,6070,6069.09"
"0.43,6085,6085.43"
"0.26,6100,6100.26"
"-0.83,6115,6114.17"
"0.99,6130,6130.99"
"-0.68,6145,6144.32"
"0.04,6160,6160.04"
"0.62,6175,6175.62"
"-0.98,6190,6189.02"
"0.87,6205,6205.87"
"-0.35,6220,6219.65"
"-0.35,6235,6234.65"
"0.87,6250,6250.87"
"-0.98,6265,6264.02"
"0.62,6280,6280.62"
"0.04,6295,6295.04"
"-0.68,6310,6309.32"
"0.99,6325,6325.99"
"-0.83,6340,6339.17"
"0.26,6355,6355.26"
"0.43,6370,6370.43"
"-0.91,6385,6384.09"
"0.96,6400,6400.96"
"-0.54,6415,6414.46"
"-0.13,6430,6429.87"
"0.74,6445,6445.74"
"-1.00,6460,6459.00"
"0.77,6475,6475.77"
"-0.18,6490,6489.82"
"-0.51,6505,6504.49"
"0.95,6520,6520.95"
"-0.93,6535,6534.07"
"0.47,6550,6550.47"
"0.22,6565,6565.22"
"-0.80,6580,6579.20"
"1.00,6595,6596.00"
"-0.72,660.09,6625,6625.09"
"0.58,6640,6640.58"
"-0.97,6655,6654.03"
"0.89,6670,6670.89"
"-0.39,6685,6684.61"
"-0.30,6700,6699.70"
"0.85,6715,6715.85"
"-0.99,6730,6729.01"
"0.65,6745,6745.65"
"-0.00,6760,6760.00"
"-0.65,6775,6774.35"
"0.99,6790,6790.99"
"-0.85,6805,6804.15"
"0.31,6820,6820.31"
"0.39,6835,6835.39"
"-0.89,6850,6849.11"
"0.97,6865,6865.97"
"-0.58,6880,6879.42"
"-0.09,6895,6894.91"
"0.71,6910,6910.71"
"-1.00,6925,6924.00"
"0.80,6940,6940.80"
"-0.22,6955,6954.78"
"-0.47,6970,6969.53"
"0.93,6985,6985.93"
"-0.95,7000,6999.05"
"0.51,7015,7015.51"
"0.18,7030,7030.18"
"-0.77,7045,7044.23"
"1.00,7060,7061.00"
"-0.75,7075,7074.25"
"0.13,7090,7090.13"
"0.54,7105,7105.54"
"-0.96,7120,7119.04"
"0.91,7135,7135.91"
"-0.43,7150,7149.57"
"-0.26,7165,7164.74"
"0.83,7180,7180.83"
"-0.99,7195,7194.01"
"0.68,7210,7210.68"
"-0.04,7225,7224.96"
"-0.62,7240,7239.38"
"0.98,7255,7255.98"
"-0.87,7270,7269.13"
"0.35,7285,7285.35"
"0.35,7300,7300.35"
"-0.87,7315,7314.13"
"0.98,7330,7330.98"
"-0.62,7345,7344.38"
"-0.04,7360,7359.96"
"0.68,7375,7375.68"
"-0.99,7390,7389.01"
"0.83,7405,7405.83"
"-0.26,7420,7419.74"
"-0.43,7435,7434.57"
"0.91,7450,7450.91"
"-0.96,7465,7464.04"
"0.54,7480,7480.54"
"0.13,7495,7495.13"
"-0.74,7510,7509.26"
"1.00,7525,7526.00"
"-0.77,7540,7539.23"
"0.18,7555,7555.18"
"0.51,7570,7570.51"
"-0.95,7585,7584.05"
"0.93,7600,7600.93"
"-0.47,7615,7614.53"
"-0.22,7630,7629.78"
"0.80,7645,7645.80"
"-1.00,7660,7659.00"
"0.72,7675,7675.72"
"-0.09,7690,7689.91"
"-0.58,7705,7704.42"
"0.97,7720,7720.97"
"-0.89,7735,7734.11"
"0.39,7750,7750.39"
"0.30,7765,7765.30"
"-0.85,7780,7779.15"
"0.99,7795,7795.99"
"-0.65,7810,7809.35"
"0.00,7825,7825.00"
"0.65,7840,7840.65"
"-0.99,7855,7854.01"
"0.85,7870,7870.85"
"-0.31,7885,7884.69"
"-0.39,7900,7899.61"
"0.89,7915,7915.89"
"-0.97,7930,7929.03"
"0.58,7945,7945.58"
"0.09,7960,7960.09"
"-0.71,7975,7974.29"
"1.00,7990,7991.00"
"-0.80,8005,8004.20"
"0.22,8020,8020.22"
"0.47,8035,8035.47"
"-0.93,8050,8049.07"
"0.95,8065,8065.95"
"-0.51,8080,8079.49"
"-0.18,8095,8094.82"
"0.77,8110,8110.77"
"-1.00,8125,8124.00"
"0.75,8140,8140.75"
"-0.13,8155,8154.87"
"-0.54,8170,8169.46"
"0.96,8185,8185.96"
"-0.91,8200,8199.09"
"0.43,8215,8215.43"
"0.26,8230,8230.26"
"-0.83,8245,8244.17"
"0.99,8260,8260.99"
"-0.68,8275,8274.32"
"0.04,8290,8290.04"
"0.62,8305,8305.62"
"-0.98,8320,8319.02"
"0.87,8335,8335.87"
"-0.35,8350,8349.65"
"-0.35,8365,8364.65"
"0.87,8380,8380.87"
"-0.98,8395,8394.02"
"0.62,8410,8410.62"
"0.04,8425,8425.04"
"-0.68,8440,8439.32"
"0.99,8455,8455.99"
"-0.83,8470,8469.17"
"0.26,8485,8485.26"
"0.43,8500,8500.43"
"-0.91,8515,8514.09"
"0.96,8530,8530.96"
"-0.54,8545,8544.46"
"-0.13,8560,8559.87"
"0.74,8575,8575.75"
"-1.00,8590,8589.00"
"0.77,8605,8605.77"
"-0.18,8620,8619.82"
"-0.51,8635,8634.49"
"0.95,8650,8650.95"
"-0.93,8665,8664.07"
"0.47,8680,8680.47"
"0.22,8695,8695.22"
"-0.80,8710,8709.20"
"1.00,8725,8726.00"
"-0.72,8740,8739.28"
"0.09,8755,8755.09"
"0.58,8770,8770.58"
"-0.97,8785,8784.03"
"0.89,8800,8800.89"
"-0.39,8815,8814.61"
"-0.30,8830,8829.70"
"0.85,8845,8845.85"
"-0.99,8860,8859.01"
"0.65,8875,8875.65"
"-0.00,8890,8890.00"
"-0.65,8905,8904.35"
"0.99,8920,8920.99"
"-0.85,8935,8934.15"
"0.31,8950,8950.31"
"0.39,8965,8965.39"
"-0.89,8980,8979.11"
"0.97,8995,8995.97"
"-0.58,9010,9009.42"
"-0.09,9025,9024.91"
"0.71,9040,9040.71"
"-1.00,9055,9054.00"
"0.80,9070,9070.80"
"-0.22,9085,9084.78"
"-0.47,9100,9099.53"
"0.93,9115,9115.93"
"-0.95,9130,9129.05"
"0.51,9145,9145.51"
"0.18,9160,9160.18"
"-0.77,9175,9174.23"
"1.00,9190,9191.00"
"-0.75,9205,9204.25"
"0.13,9220,9220.13"
"0.54,9235,9235.54"
"-0.96,9250,9249.04"
"0.91,9265,9265.91"
"-0.43,9280,9279.57"
"-0.26,9295,9294.74"
"0.83,9310,9310.83"
"-0.99,9325,9324.01"
"0.68,9340,9340.68"
"-0.05,9355,9354.96"
"-0.62,9370,9369.38"
"0.98,9385,9385.98"
"-0.87,9400,9399.13"
"0.35,9415,9415.35"
"0.35,9430,9430.35"
"-0.87,9445,9444.13"
"0.98,9460,9460.98"
"-0.62,9475,9474.38"
"-0.04,9490,9489.96"
"0.68,9505,9505.68"
"-0.99,9520,9519.01"
"0.83,9535,9535.83"
"-0.26,9550,9549.74"
"-0.43,9565,9564.57"
"0.91,9580,9580.91"
"-0.96,9595,9594.04"
"0.54,9610,9610.54"
"0.13,9625,9625.13"
"-0.74,9640,9639.26"
"1.00,9655,9656.00"
"-0.77,9670,9669.23"
"0.18,9685,9685.18"
"0.51,9700,9700.51"
"-0.95,9715,9714.05"
"0.93,9730,9730.93"
"-0.47,9745,9744.53"
"-0.22,9760,9759.78"
"0.80,9775,9775.80"
"-1.00,9790,9789.00"
"0.72,9805,9805.72"
"-0.09,9820,9819.91"
"-0.58,9835,9834.42"
"0.97,9850,9850.97"
"-0.89,9865,9864.11"
"0.39,9880,9880.39"
"0.30,9895,9895.30"
"-0.85,9910,9909.15"
"0.99,9925,9925.99"
"-0.65,9940,9939.35"
"0.00,9955,9955.00"
"0.65,9970,9970.65"
"-0.99,9985,9984.01"
"0.85,10000,10000.85"
"-0.31,10015,10014.69"
"-0.39,10030,10029.61"
"0.89,10045,10045.89"
"-0.97,10060,10059.03"
"0.58,10075,10075.58"
"0.09,10090,10090.09"
"-0.71,10105,10104.29"
"1.00,10120,10121.00"
"-0.80,10135,10134.20"
"0.22,10150,10150.22"
"0.47,10165,10165.47"
"-0.93,10180,10179.07"
"0.95,10195,10195.95"
"-0.51,10210,10209.49"
"-0.18,10225,10224.83"
"0.77,10240,10240.77"
"-1.00,10255,10254.00"
"0.75,10270,10270.75"
"-0.13,10285,10284.87"
"-0.54,10300,10299.46"
"0.96,10315,10315.96"
"-0.91,10330,10329.09"
"0.43,10345,10345.43"
"0.26,10360,10360.26"
"-0.83,10375,10374.17"
"0.99,10390,10390.99"
"-0.68,10405,10404.32"
"0.05,10420,10420.04"
"0.62,10435,10435.62"
"-0.98,10450,10449.02"
"0.87,10465,10465.87"
"-0.35,10480,10479.65"
"-0.35,10495,10494.65"
"0.87,10510,10510.87"
"-0.98,10525,10524.02"
"0.62,10540,10540.62"
"0.04,10555,10555.04"
"-0.68,10570,10569.32"
"0.99,10585,10585.99"
"-0.83,10600,10599.17"
"0.26,10615,10615.26"
"0.43,10630,10630.43"
"-0.91,10645,10644.09"
"0.96,10660,10660.96"
"-0.54,10675,10674.46"
"-0.13,10690,10689.87"
"0.74,10705,10705.74"
"-1.00,10720,10719.00"
"0.77,10735,10735.77"
"-0.18,10750,10749.82"
"-0.51,10765,10764.49"
"0.95,10780,10780.95"
"-0.93,10795,10794.07"
"0.47,10810,10810.47"
"0.22,10825,10825.22"
"-0.80,10840,10839.20"
"1.00,10855,10856.00"
"-0.72,10870,10869.28"
"0.09,10885,10885.09"
"0.58,10900,10900.58"
"-0.97,10915,10914.03"
"0.89,10930,10930.89"
""
