"pitch [deg], pitch_time [ms] pitch_crc"
"0.96,3215,3215.96"
"-0.91,3230,3229.09"
"0.43,3245,3245.43"
"0.26,3260,3260.26"
"-0.83,3275,3274.17"
"0.99,3290,3290.99"
"-0.68,3305,3304.32"
"0.04,3320,3320.04"
"0.62,3335,3335.62"
"-0.98,3350,3349.02"
"0.87,3365,3365.87"
"-0.35,3380,3379.65"
"-0.35,3395,3394.65"
"0.87,3410,3410.87"
"-0.98,3425,3424.02"
"0.62,3440,3440.62"
"0.04,3455,3455.04"
"-0.68,3470,3469.32"
"0.99,3485,3485.99"
"-0.83,3500,3499.17"
"0.26,3515,3515.26"
"0.43,3530,3530.43"
"-0.91,3545,3544.09"
"0.96,3560,3560.96"
"-0.54,3575,3574.46"
"-0.13,3590,3589.87"
"0.74,3605,3605.74"
"-1.00,3620,3619.00"
"0.77,3635,3635.77"
"-0.18,3650,3649.82"
"-0.51,3665,3664.49"
"0.95,3680,3680.95"
"-0.93,3695,3694.07"
"0.47,3710,3710.47"
"0.22,3725,3725.22"
"-0.80,3740,3739.20"
"1.00,3755,3756.00"
"-0.72,3770,3769.28"
"0.09,3785,3785.09"
"0.58,3800,3800.58"
"-0.97,3815,3814.03"
"0.89,3830,3830.89"
"-0.39,3845,3844.61"
"-0.30,3860,3859.70"
"0.85,3875,3875.85"
"-0.99,3890,3889.01"
"0.65,3905,3905.65"
"-0.00,3920,3920.00"
"-0.65,3935,3934.35"
"0.99,3950,3950.99"
"-0.85,3965,3964.15"
"0.31,3980,3980.31"
"0.39,3995,3995.39"
"-0.89,4010,4009.11"
"0.97,4025,4025.97"
"-0.58,4040,4039.42"
"-0.09,4055,4054.91"
"0.71,4070,4070.71"
"-1.00,4085,4084.00"
"0.80,4100,4100.80"
"-0.22,4115,4114.78"
"-0.47,4130,4129.53"
"0.93,4145,4145.93"
"-0.95,4160,4159.05"
"0.51,4175,4175.51"
"0.18,4190,4190.18"
"-0.77,4205,4204.23"
"1.00,4220,4221.00"
"-0.75,4235,4234.25"
"0.13,4250,4250.13"
"0.54,4265,4265.54"
"-0.96,4280,4279.04"
"0.91,4295,4295.91"
"-0.43,4310,4309.57"
"-0.26,4325,4324.74"
"0.83,4340,4340.83"
"-0.99,4355,4354.01"
"0.68,4370,4370.68"
"-0.04,4385,4384.96"
"-0.62,4400,4399.38"
"0.98,4415,4415.98"
"-0.87,4430,4429.13"
"0.35,4445,4445.35"
"0.35,4460,4460.35"
"-0.87,4475,4474.13"
"0.98,4490,4490.98"
"-0.62,4505,4504.38"
"-0.04,4520,4519.96"
"0.68,4535,4535.68"
"-0.99,4550,4549.01"
"0.83,4565,4565.83"
"-0.26,4580,4579.74"
"-0.43,4595,4594.57"
"0.91,4610,4610.91"
"-0.96,4625,4624.04"
"0.54,4640,4640.54"
"0.13,4655,4655.13"
"-0.74,4670,4669.26"
"1.00,4685,4686.00"
"-0.77,4700,4699.23"
"0.18,4715,4715.18"
"0.51,4730,4730.51"
"-0.95,4745,4744.05"
"0.93,4760,4760.93"
"-0.47,4775,4774.53"
"-0.22,4790,4789.78"
"0.80,4805,4805.80"
"-1.00,4820,4819.00"
"0.72,4835,4835.72"
"-0.09,4850,4849.91"
"-0.58,4865,4864.42"
"0.97,4880,4880.97"
"-0.89,4895,4894.11"
"0.39,4910,4910.39"
"0.30,4925,4925.30"
"-0.85,4940,4939.15"
"0.99,4955,4955.99"
"-0.65,4970,4969.35"
"0.00,4985,4985.00"
"0.65,5000,5000.65"
"-0.99,5015,5014.01"
"0.85,5030,5030.85"
"-0.31,5045,5044.69"
"-0.39,5060,5059.61"
"0.89,5075,5075.89"
"-0.97,5090,5089.03"
"0.58,5105,5105.58"
"0.09,5120,5120.09"
"-0.71,5135,5134.29"
"1.00,5150,5151.00"
"-0.80,5165,5164.20"
"0.22,5180,5180.22"
"0.47,5195,5195.47"
"-0.93,5210,5209.07"
"0.95,5225,5225.95"
"-0.51,5240,5239.49"
"-0.18,5255,5254.82"
"0.77,5270,5270.77"
"-1.00,5285,5284.00"
"0.75,5300,5300.75"
"-0.13,5315,5314.87"
"-0.54,5330,5329.46"
"0.96,5345,5345.96"
"-0.91,5360,5359.09"
"0.43,5375,5375.43"
"0.26,5390,5390.26"
"-0.83,5405,5404.17"
"0.99,5420,5420.99"
"-0.68,5435,5434.32"
"0.04,5450,5450.04"
"0.62,5465,5465.62"
"-0.98,5480,5479.02"
"0.87,5495,5495.87"
"-0.35,5510,5509.65"
"-0.35,5525,5524.65"
"0.87,5540,5540.87"
"-0.98,5555,5554.02"
"0.62,5570,5570.62"
"0.04,5585,5585.04"
"-0.68,5600,5599.32"
"0.99,5615,5615.99"
"-0.83,5630,5629.17"
"0.26,5645,5645.26"
"0.43,5660,5660.43"
"-0.91,5675,5674.09"
"0.96,5690,5690.96"
"-0.54,5705,5704.46"
"-0.13,5720,5719.87"
"0.74,5735,5735.74"
"-1.00,5750,5749.00"
"0.77,5765,5765.77"
"-0.18,5780,5779.82"
"-0.51,5795,5794.49"
"0.95,5810,5810.95"
"-0.93,5825,5824.07"
"0.47,5840,5840.47"
"0.22,5855,5855.22"
"-0.80,5870,5869.20"
"1.00,5885,5886.00"
"-0.72,5900,5899.28"
"0.09,5915,5915.09"
"0.58,5930,5930.58"
"-0.97,5945,5944.03"
"0.89,5960,5960.89"
"-0.39,5975,5974.61"
"-0.30,5990,5989.70"
"0.85,6005,6005.85"
"-0.99,6020,6019.01"
"0.65,6035,6035.65"
"-0.00,6050,6050.00"
"-0.65,6065,6064.35"
"0.99,6080,6080.99"
"-0.85,6095,6094.15"
"0.31,6110,6110.31"
"0.39,6125,6125.39"
"-0.89,6140,6139.11"
"0.97,6155,6155.97"
"-0.58,6170,6169.42"
"-0.09,6185,6184.91"
"0.71,6200,6200.71"
"-1.00,6215,6214.00"
"0.80,6230,6230.80"
"-0.22,6245,6244.78"
"-0.47,6260,6259.53"
"0.93,6275,6275.93"
"-0.95,6290,6289.05"
"0.51,6305,6305.51"
"0.18,6320,6320.18"
"-0.77,6335,6334.23"
"1.00,6350,6351.00"
"-0.75,6365,6364.25"
"0.13,6380,6380.13"
"0.54,6395,6395.54"
"-0.96,6410,6409.04"
"0.91,6425,6425.91"
"-0.43,6440,6439.57"
"-0.26,6455,6454.74"
"0.83,6470,6470.83"
"-0.99,6485,6484.01"
"0.68,6500,6500.68"
"-0.04,6515,6514.96"
"-0.62,6530,6529.38"
"0.98,6545,6545.98"
"-0.87,6560,6559.13"
"0.35,6575,6575.35"
"0.35,6590,6590.35"
"-0.87,6605,6604.13"
"0.98,6620,6620.98"
"-0.62,6635,6634.38"
"-0.04,6650,6649.96"
"0.68,6665,6665.68"
"-0.99,6680,6679.01"
"0.83,6695,6695.83"
"-0.26,6710,6709.74"
"-0.43,6725,6724.57"
"0.91,6740,6740.91"
"-0.96,6755,6754.04"
"0.54,6770,6770.54"
"0.13,6785,6785.13"
"-0.74,6800,6799.26"
"1.00,6815,6816.00"
"-0.77,6830,6829.23"
"0.18,6845,6845.18"
"0.51,6860,6860.51"
"-0.95,6875,6874.05"
"0.93,6890,6890.93"
"-0.47,6905,6904.53"
"-0.22,6920,6919.78"
"0.80,6935,6935.80"
"-1.00,6950,6949.00"
"0.72,6965,6965.72"
"-0.09,6980,6979.91"
"-0.58,6995,6994.42"
"0.97,7010,7010.97"
"-0.89,7025,7024.11"
"0.39,7040,7040.39"
"0.30,7055,7055.30"
"-0.85,7070,7069.15"
"0.99,7085,7085.99"
"-0.65,7100,7099.35"
"0.00,7115,7115.00"
"0.65,7130,7130.65"
"-0.99,7145,7144.01"
"0.85,7160,7160.85"
"-0.31,7175,7174.69"
"-0.39,7190,7189.61"
"0.89,7205,7205.89"
"-0.97,7220,7219.03"
"0.58,7235,7235.58"
"0.09,7250,7250.09"
"-0.71,7265,7264.29"
"1.00,7280,7281.00"
"-0.80,7295,7294.20"
"0.22,7310,7310.22"
"0.47,7325,7325.47"
"-0.93,7340,7339.07"
"0.95,7355,7355.95"
"-0.51,7370,7369.49"
"-0.18,7385,7384.82"
"0.77,7400,7400.77"
"-1.00,7415,7414.00"
"0.75,7430,7430.75"
"-0.13,7445,7444.87"
"-0.54,7460,7459.46"
"0.96,7475,7475.96"
"-0.91,7490,7489.09"
"0.43,7505,7505.43"
"0.26,7520,7520.26"
"-0.83,7535,7534.17"
"0.99,7550,7550.99"
"-0.68,7565,7564.32"
"0.04,7580,7580.04"
"0.62,7595,7595.62"
"-0.98,7610,7609.02"
"0.87,7625,7625.87"
"-0.35,7640,7639.65"
"-0.35,7655,7654.65"
"0.87,7670,7670.87"
"-0.98,7685,7684.02"
"0.62,7700,7700.62"
"0.04,7715,7715.04"
"-0.68,7730,7729.32"
"0.99,7745,7745.99"
"-0.83,7760,7759.17"
"0.26,7775,7775.26"
"0.43,7790,7790.43"
"-0.91,7805,7804.09"
"0.96,7820,7820.96"
"-0.54,7835,7834.46"
"-0.13,7850,7849.87"
"0.74,7865,7865.74"
"-1.00,7880,7879.00"
"0.77,7895,7895.77"
"-0.18,7910,7909.82"
"-0.51,7925,7924.49"
"0.95,7940,7940.95"
"-0.93,7955,7954.07"
"0.47,7970,7970.47"
"0.22,7985,7985.22"
"-0.80,8000,7999.20"
"1.00,8015,8016.00"
"-0.72,8030,8029.28"
"0.09,8045,8045.09"
"0.58,8060,8060.58"
"-0.97,8075,8074.03"
"0.89,8090,8090.89"
"-0.39,8105,8104.61"
"-0.30,8120,8119.70"
"0.85,8135,8135.85"
"-0.99,8150,8149.01"
"0.65,8165,8165.65"
"-0.00,8180,8180.00"
"-0.65,8195,8194.35"
"0.99,8210,8210.99"
"-0.85,8225,8224.15"
"0.31,8240,8240.31"
"0.39,8255,8255.39"
"-0.89,8270,8269.11"
"0.97,8285,8285.97"
"-0.58,8300,8299.42"
"-0.09,8315,8314.91"
"0.71,8330,8330.71"
"-1.00,8345,8344.00"
"0.80,8360,8360.80"
"-0.22,8375,8374.78"
"-0.47,8390,8389.53"
"0.93,8405,8405.93"
"-0.95,8420,8419.05"
"0.51,8435,8435.51"
"0.18,8450,8450.18"
"-0.77,8465,8464.23"
"1.00,8480,8481.00"
"-0.75,8495,8494.25"
"0.13,8510,8510.13"
"0.54,8525,8525.54"
"-0.96,8540,8539.04"
"0.91,8555,8555.91"
"-0.43,8570,8569.57"
"-0.26,8585,8584.74"
"0.83,8600,8600.83"
"-0.99,8615,8614.01"
"0.68,8630,8630.68"
"-0.04,8645,8644.96"
"-0.62,8660,8659.38"
"0.98,8675,8675.98"
"-0.87,8690,8689.13"
"0.35,8705,8705.35"
"0.35,8720,8720.35"
"-0.87,8735,8734.13"
"0.98,8750,8750.98"
"-0.62,8765,8764.38"
"-0.04,8780,8779.96"
"0.68,8795,8795.68"
"-0.99,8810,8809.01"
"0.83,8825,8825.83"
"-0.26,8840,8839.74"
"-0.43,8855,8854.57"
"0.91,8870,8870.91"
"-0.96,8885,8884.04"
"0.54,8900,8900.54"
"0.13,8915,8915.13"
"-0.74,8930,8929.26"
"1.00,8945,8946.00"
"-0.77,8960,8959.23"
"0.18,8975,8975.18"
"0.51,8990,8990.51"
"-0.95,9005,9004.05"
"0.93,9020,9020.93"
"-0.47,9035,9034.53"
"-0.22,9050,9049.78"
"0.80,9065,9065.80"
"-1.00,9080,9079.00"
"0.72,9095,9095.72"
"-0.09,9110,9109.91"
"-0.58,9125,9124.42"
"0.97,9140,9140.97"
"-0.89,9155,9154.11"
"0.39,9170,9170.39"
"0.30,9185,9185.30"
"-0.85,9200,9199.15"
"0.99,9215,9215.99"
"-0.65,9230,9229.35"
"0.00,9245,9245.00"
"0.65,9260,9260.65"
"-0.99,9275,9274.01"
"0.85,9290,9290.85"
"-0.31,9305,9304.69"
"-0.39,9320,9319.61"
"0.89,9335,9335.89"
"-0.97,9350,9349.03"
"0.58,9365,9365.58"
"0.09,9380,9380.09"
"-0.71,9395,9394.29"
"1.00,9410,9411.00"
"-0.80,9425,9424.20"
"0.22,9440,9440.22"
"0.47,9455,9455.47"
"-0.93,9470,9469.07"
"0.95,9485,9485.95"
"-0.51,9500,9499.49"
"-0.18,9515,9514.83"
"0.77,9530,9530.77"
"-1.00,9545,9544.00"
"0.75,9560,9560.75"
"-0.13,9575,9574.87"
"-0.54,9590,9589.46"
"0.96,9605,9605.96"
"-0.91,9620,9619.09"
"0.43,9635,9635.43"
"0.26,9650,9650.26"
"-0.83,9665,9664.17"
"0.99,9680,9680.99"
"-0.68,9695,9694.32"
"0.05,9710,9710.04"
"0.62,9725,9725.62"
"-0.98,9740,9739.02"
"0.87,9755,9755.87"
"-0.35,9770,9769.65"
"-0.35,9785,9784.65"
"0.87,9800,9800.87"
"-0.98,9815,9814.02"
"0.62,9830,9830.62"
"0.04,9845,9845.04"
"-0.68,9860,9859.32"
"0.99,9875,9875.99"
"-0.83,9890,9889.17"
"0.26,9905,9905.26"
"0.43,9920,9920.43"
"-0.91,9935,9934.09"
"0.96,9950,9950.96"
"-0.54,9965,9964.46"
"-0.13,9980,9979.87"
"0.74,9995,9995.74"
"-1.00,10010,10009.00"
"0.77,10025,10025.77"
"-0.18,10040,10039.82"
"-0.51,10055,10054.49"
"0.95,10070,10070.95"
"-0.93,10085,10084.07"
"0.47,10100,10100.47"
"0.22,10115,10115.22"
"-0.80,10130,10129.20"
"1.00,10145,10146.00"
"-0.72,10160,10159.28"
"0.09,10175,10175.09"
"0.58,10190,10190.58"
"-0.97,10205,10204.03"
"0.89,10220,10220.89"
"-0.39,10235,10234.61"
"-0.30,10250,10249.70"
"0.85,10265,10265.85"
"-0.99,10280,10279.01"
"0.65,10295,10295.65"
"-0.00,10310,10310.00"
"-0.65,10325,10324.35"
"0.99,10340,10340.99"
"-0.85,10355,10354.15"
"0.31,10370,10370.31"
"0.39,10385,10385.39"
"-0.89,10400,10399.11"
"0.97,10415,10415.97"
"-0.58,10430,10429.42"
"-0.09,10445,10444.91"
"0.71,10460,10460.71"
"-1.00,10475,10474.00"
"0.80,10490,10490.80"
"-0.22,10505,10504.78"
"-0.47,10520,10519.53"
"0.93,10535,10535.93"
"-0.95,10550,10549.05"
"0.51,10565,10565.51"
"0.18,10580,10580.17"
"-0.77,10595,10594.23"
"1.00,10610,10611.00"
"-0.75,10625,10624.25"
"0.13,10640,10640.13"
"0.54,10655,10655.54"
"-0.96,10670,10669.04"
"0.91,10685,10685.91"
"-0.43,10700,10699.57"
"-0.26,10715,10714.74"
"0.83,10730,10730.83"
"-0.99,10745,10744.01"
"0.68,10760,10760.68"
"-0.05,10775,10774.96"
"-0.62,10790,10789.38"
"0.98,10805,10805.98"
"-0.87,10820,10819.13"
"0.35,10835,10835.35"
"0.35,10850,10850.35"
"-0.87,10865,10864.13"
"0.98,10880,10880.98"
"-0.62,10895,10894.38"
"-0.04,10910,10909.96"
"0.68,10925,10925.68"
"-0.99,10940,10939.01"
"0.83,10955,10955.83"
"-0.26,10970,10969.74"
"-0.43,10985,10984.57"
"0.91,11000,11000.91"
"-0.96,11015,11014.04"
"0.54,11030,11030.54"
"0.13,11045,11045.13"
"-0.74,11060,11059.26"
"1.00,11075,11076.00"
"-0.77,11090,11089.23"
"0.18,11105,11105.18"
"0.51,11120,11120.51"
"-0.95,11135,11134.05"
"0.93,11150,11150.93"
"-0.47,11165,11164.53"
"-0.22,11180,11179.78"
"0.80,11195,11195.80"
"-1.00,11210,11209.00"
"0.72,11225,11225.72"
"-0.09,11240,11239.91"
"-0.58,11255,11254.42"
"0.97,11270,11270.97"
"-0.89,11285,11284.11"
"0.39,11300,11300.39"
"0.30,11315,11315.30"
"-0.85,11330,11329.15"
"0.99,11345,11345.99"
"-0.65,11360,11359.35"
"0.00,11375,11375.00"
"0.65,11390,11390.65"
"-0.99,11405,11404.01"
"0.85,11420,11420.85"
"-0.31,11435,11434.69"
"-0.39,11450,11449.61"
"0.89,11465,11465.89"
"-0.97,11480,11479.03"
"0.58,11495,11495.58"
"0.09,11510,11510.09"
"-0.71,11525,11524.29"
"1.00,11540,11541.00"
"-0.80,11555,11554.20"
"0.22,11570,11570.22"
"0.47,11585,11585.47"
"-0.93,11600,11599.07"
"0.95,11615,11615.95"
"-0.51,11630,11629.49"
"-0.18,11645,11644.83"
"0.77,11660,11660.77"
"-1.00,11675,11674.00"
"0.75,11690,11690.75"
"-0.13,11705,11704.87"
"-0.54,11720,11719.46"
"0.96,11735,11735.96"
"-0.91,11750,11749.09"
"0.43,11765,11765.43"
"0.26,11780,11780.26"
"-0.83,11795,11794.17"
"0.99,11810,11810.99"
"-0.68,11825,11824.32"
"0.05,11840,11840.04"
"0.62,11855,11855.62"
"-0.98,11870,11869.02"
"0.87,11885,11885.87"
"-0.35,11900,11899.65"
"-0.35,11915,11914.65"
"0.87,11930,11930.87"
"-0.98,11945,11944.02"
"0.62,11960,11960.62"
"0.04,11975,11975.04"
"-0.68,11990,11989.32"
"0.99,12005,12005.99"
"-0.83,12020,12019.17"
"0.26,12035,12035.26"
"0.43,12050,12050.43"
"-0.91,12065,12064.09"
"0.96,12080,12080.96"
"-0.54,12095,12094.46"
"-0.13,12110,12109.87"
"0.74,12125,12125.74"
"-1.00,12140,12139.00"
"0.77,12155,12155.77"
"-0.18,12170,12169.82"
"-0.51,12185,12184.49"
"0.95,12200,12200.95"
"-0.93,12215,12214.07"
"0.47,12230,12230.47"
"0.22,12245,12245.22"
"-0.80,12260,12259.20"
"1.00,12275,12276.00"
"-0.72,12290,12289.28"
"0.09,12305,12305.09"
"0.58,12320,12320.58"
"-0.97,12335,12334.03"
"0.89,12350,12350.89"
"-0.39,12365,12364.61"
"-0.30,12380,12379.70"
"0.85,12395,12395.85"
"-0.99,12410,12409.01"
"0.65,12425,12425.65"
"-0.00,12440,12440.00"
"-0.65,12455,12454.35"
"0.99,12470,12470.99"
"-0.85,12485,12484.15"
"0.31,12500,12500.31"
"0.39,12515,12515.39"
"-0.89,12530,12529.11"
"0.97,12545,12545.97"
"-0.58,12560,12559.42"
"-0.09,12575,12574.91"
"0.71,12590,12590.71"
"-1.00,12605,12604.00"
"0.80,12620,12620.80"
"-0.22,12635,12634.78"
"-0.47,12650,12649.53"
"0.93,12665,12665.93"
"-0.95,12680,12679.05"
"0.51,12695,12695.51"
"0.18,12710,12710.17"
"-0.77,12725,12724.23"
"1.00,12740,12741.00"
"-0.75,12755,12754.25"
"0.13,12770,12770.13"
"0.54,12785,12785.54"
"-0.96,12800,12799.04"
"0.91,12815,12815.91"
"-0.43,12830,12829.57"
"-0.26,12845,12844.74"
"0.83,12860,12860.83"
"-0.99,12875,12874.01"
"0.68,12890,12890.68"
"-0.05,12905,12904.96"
"-0.62,12920,12919.38"
"0.98,12935,12935.98"
"-0.87,12950,12949.13"
"0.35,12965,12965.35"
"0.35,12980,12980.35"
"-0.87,12995,12994.13"
"0.98,13010,13010.98"
"-0.62,13025,13024.38"
"-0.04,13040,13039.96"
"0.68,13055,13055.68"
"-0.99,13070,13069.01"
"0.83,13085,13085.83"
"-0.26,13100,13099.74"
"-0.43,13115,13114.57"
"0.91,13130,13130.91"
"-0.96,13145,13144.04"
"0.54,13160,13160.54"
"0.13,13175,13175.13"
"-0.74,13190,13189.26"
"1.00,13205,13206.00"
"-0.77,13220,13219.23"
"0.18,13235,13235.18"
"0.51,13250,13250.51"
"-0.95,13265,13264.05"
"0.93,13280,13280.93"
"-0.47,13295,13294.53"
"-0.22,13310,13309.78"
"0.80,13325,13325.80"
"-1.00,13340,13339.00"
"0.72,13355,13355.72"
"-0.09,13370,13369.91"
"-0.58,13385,13384.42"
"0.97,13400,13400.97"
"-0.89,13415,13414.11"
"0.39,13430,13430.39"
"0.30,13445,13445.30"
"-0.85,13460,13459.15"
"0.99,13475,13475.99"
"-0.65,13490,13489.35"
"0.00,13505,13505.00"
"0.65,13520,13520.65"
"-0.99,13535,13534.01"
"0.85,13550,13550.85"
"-0.31,13565,13564.69"
"-0.39,13580,13579.61"
"0.89,13595,13595.89"
"-0.97,13610,13609.03"
"0.58,13625,13625.58"
"0.09,13640,13640.09"
"-0.71,13655,13654.29"
"1.00,13670,13671.00"
"-0.80,13685,13684.20"
"0.22,13700,13700.22"
"0.47,13715,13715.47"
"-0.93,13730,13729.07"
"0.95,13745,13745.95"
"-0.51,13760,13759.49"
"-0.17,13775,13774.83"
"0.77,13790,13790.77"
"-1.00,13805,13804.00"
"0.75,13820,13820.75"
"-0.13,13835,13834.87"
"-0.54,13850,13849.46"
"0.96,13865,13865.96"
"-0.91,13880,13879.09"
"0.43,13895,13895.43"
"0.26,13910,13910.26"
"-0.83,13925,13924.17"
"0.99,13940,13940.99"
"-0.68,13955,13954.32"
"0.05,13970,13970.05"
"0.62,13985,13985.62"
"-0.98,14000,13999.02"
"0.87,14015,14015.87"
"-0.35,14030,14029.65"
"-0.35,14045,14044.65"
"0.87,14060,14060.87"
"-0.98,14075,14074.02"
"0.62,14090,14090.62"
"0.04,14105,14105.04"
"-0.68,14120,14119.32"
"0.99,14135,14135.99"
"-0.83,14150,14149.17"
"0.26,14165,14165.26"
"0.43,14180,14180.43"
"-0.91,14195,14194.09"
"0.96,14210,14210.96"
"-0.55,14225,14224.46"
"-0.13,14240,14239.87"
"0.74,14255,14255.74"
"-1.00,14270,14269.00"
"0.77,14285,14285.77"
"-0.18,14300,14299.82"
"-0.51,14315,14314.50"
"0.95,14330,14330.95"
"-0.93,14345,14344.07"
"0.47,14360,14360.47"
"0.22,14375,14375.22"
"-0.80,14390,14389.20"
"1.00,14405,14406.00"
"-0.72,14420,14419.28"
"009"
"0.58,14450,14450.58"
