"yaw [deg], yaw_time [ms], yaw_crc"
"-0.77,2899,2898.23"
"0.17,2914,2914.17"
"0.51,2929,2929.51"
"-0.95,2944,2943.05"
"0.93,2959,2959.93"
"-0.46,2974,2973.54"
"-0.22,2989,2988.78"
"0.80,3004,3004.80"
"-1.00,3019,3018.00"
"0.71,3034,3034.71"
"-0.08,3049,3048.92"
"-0.58,3064,3063.42"
"0.97,3079,3079.97"
"-0.89,3094,3093.11"
"0.38,3109,3109.38"
"0.31,3124,3124.31"
"-0.85,3139,3138.15"
"0.99,3154,3154.99"
"-0.65,3169,3168.35"
"-0.00,3184,3184.00"
"0.65,3199,3199.65"
"-0.99,3214,3213.01"
"0.85,3229,3229.85"
"-0.30,3244,3243.70"
"-0.39,3259,3258.61"
"0.90,3274,3274.90"
"-0.97,3289,3288.03"
"0.58,3304,3304.58"
"0.09,3319,3319.09"
"-0.72,3334,3333.28"
"1.00,3349,3350.00"
"-0.80,3364,3363.20"
"0.22,3379,3379.22"
"0.47,3394,3394.47"
"-0.93,3409,3408.07"
"0.94,3424,3424.94"
"-0.50,3439,3438.50"
"-0.18,3454,3453.82"
"0.78,3469,3469.78"
""
