"pitch [deg], pitch_time [ms] pitch_crc"
"0.18,2585,2585.18"
"0.51,2600,2600.51"
"-0.95,2615,2614.05"
"0.93,2630,2630.93"
"-0.47,2645,2644.53"
"-0.22,2660,2659.78"
"0.80,2675,2675.80"
"-1.00,2690,2689.00"
"0.72,2705,2705.72"
"-0.09,2720,2719.91"
"-0.58,2735,2734.42"
"0.97,2750,2750.97"
"-0.89,2765,2764.11"
"0.39,2780,2780.39"
"0.30,2795,2795.30"
"-0.85,2810,2809.15"
"0.99,2825,2825.99"
"-0.65,2840,2839.35"
"0.00,2855,2855.00"
"0.65,2870,2870.65"
"-0.99,2885,2884.01"
"0.85,2900,2900.85"
"-0.31,2915,2914.70"
"-0.39,2930,2929.61"
"0.89,2945,2945.89"
"-0.97,2960,2959.03"
"0.58,2975,2975.58"
"0.09,2990,2990.09"
"-0.71,3005,3004.29"
"1.00,3020,3021.00"
"-0.80,3035,3034.20"
"0.22,3050,3050.22"
"0.47,3065,3065.47"
"-0.93,3080,3079.07"
"0.95,3095,3095.95"
"-0.51,3110,3109.49"
"-0.18,3125,3124.82"
"0.77,3140,3140.77"
"-1.00,3155,3154.00"
"0.75,3170,3170.75"
"-0.13,3185,3184.87"
"-0.54,3200,3199.46"
"0.96,3215,3215.96"
"-0.91,3230,3229.09"
"0.43,3245,3245.43"
"0.26,3260,3260.26"
"-0.83,3275,3274.17"
"0.99,3290,3290.99"
""
