"pitch [deg], pitch_time [ms] pitch_crc"
"0.99,1864,1864.99"
"-0.86,1879,1878.14"
"0.32,1894,1894.32"
"0.37,1909,1909.37"
"-0.89,1924,1923.11"
"0.97,1939,1939.97"
"-0.60,1954,1953.40"
"-0.07,1969,1968.93"
"0.70,1984,1984.70"
"-1.00,1999,1998.00"
"0.81,2014,2014.81"
"-0.24,2029,2028.76"
"-0.45,2044,2043.55"
"0.92,2059,2059.92"
"-0.95,2074,2073.05"
"0.52,2089,2089.52"
"0.16,2104,2104.16"
"-0.76,2119,2118.24"
"1.00,2134,2135.00"
"-0.76,2149,2148.24"
"0.15,2164,2164.15"
"0.53,2179,2179.53"
"-0.95,2194,2193.05"
"0.92,2209,2209.92"
"-0.44,2224,2223.56"
"-0.25,2239,2238.75"
"0.82,2254,2254.82"
"-1.00,2269,2268.00"
"0.70,2284,2284.70"
"-0.06,2299,2298.94"
"-0.60,2314,2313.40"
"0.98,2329,2329.98"
"-0.88,2344,2343.12"
"0.36,2359,2359.36"
"0.33,2374,2374.33"
"-0.86,2389,2388.14"
"0.98,2404,2404.98"
"-0.63,2419,2418.37"
"-0.03,2434,2433.97"
"0.67,2449,2449.67"
"-0.99,2464,2463.01"
"0.84,2479,2479.84"
"-0.28,2494,2493.72"
"-0.41,2509,2508.59"
"0.91,2524,2524.91"
"-0.96,2539,2538.04"
"0.56,2554,2554.56"
"0.11,2569,2569.11"
"-0.73,2584,2583.27"
"1.00,2599,2600.00"
"-0.79,2614,2613.21"
"0.19,2629,2629.19"
"0.49,2644,2644.49"
"-0.94,2659,2658.06"
"0.94,2674,2674.94"
"-0.48,2689,2688.52"
"-0.20,2704,2703.80"
"0.79,2719,2719.79"
"-1.00,2734,2733.00"
"0.73,2749,2749.73"
"-0.11,2764,2763.89"
"-0.57,2779,2778.43"
"0.97,2794,2794.97"
"-0.90,2809,2808.10"
"0.40,2824,2824.40"
"0.29,2839,2839.29"
"-0.84,2854,2853.16"
"0.99,2869,2869.99"
"-0.66,2884,2883.34"
"0.02,2899,2899.02"
"0.64,2914,2914.64"
"-0.99,2929,2928.01"
"0.86,2944,2944.86"
"-0.32,2959,2958.68"
"-0.37,2974,2973.63"
"0.89,2989,2989.89"
"-0.97,3004,3003.03"
"0.60,3019,3019.60"
"0.07,3034,3034.07"
"-0.70,3049,3048.30"
"1.00,3064,3065.00"
"-0.81,3079,3078.19"
"0.24,3094,3094.24"
"0.45,3109,3109.45"
"-0.92,3124,3123.08"
"0.95,3139,3139.95"
"-0.52,3154,3153.48"
"-0.16,3169,3168.84"
"0.76,3184,3184.76"
"-1.00,3199,3198.00"
"0.76,3214,3214.76"
"-0.15,3229,3228.85"
"-0.53,3244,3243.47"
"0.95,3259,3259.95"
"-0.92,3274,3273.08"
"0.44,3289,3289.44"
"0.24,3304,3304.24"
"-0.82,3319,3318.18"
"1.00,3334,3335.00"
"-0.70,3349,3348.30"
"0.06,3364,3364.06"
"0.60,3379,3379.60"
"-0.98,3394,3393.02"
"0.88,3409,3409.88"
"-0.36,3424,3423.64"
"-0.33,3439,3438.67"
"0.86,3454,3454.86"
"-0.98,3469,3468.02"
"0.63,3484,3484.63"
"0.03,3499,3499.03"
"-0.67,3514,3513.33"
"0.99,3529,3529.99"
"-0.84,3544,3543.16"
"0.28,3559,3559.28"
"0.41,3574,3574.41"
"-0.91,3589,3588.09"
"0.96,3604,3604.96"
"-0.56,3619,3618.44"
"-0.11,3634,3633.89"
"0.73,3649,3649.73"
"-1.00,3664,3663.00"
"0.79,3679,3679.79"
"-0.19,3694,3693.81"
"-0.49,3709,3708.51"
"0.94,3724,3724.94"
"-0.94,3739,3738.06"
"0.48,3754,3754.48"
"0.20,3769,3769.20"
"-0.79,3784,3783.21"
"1.00,3799,3800.00"
"-0.73,3814,3813.27"
"0.11,3829,3829.11"
"0.57,3844,3844.57"
"-0.97,3859,3858.03"
"0.90,3874,3874.90"
"-0.40,3889,3888.60"
"-0.29,3904,3903.71"
"0.84,3919,3919.84"
"-0.99,3934,3933.01"
"0.66,3949,3949.66"
"-0.02,3964,3963.98"
"-0.64,3979,3978.36"
"0.99,3994,3994.99"
"-0.86,4009,4008.14"
"0.32,4024,4024.32"
"0.37,4039,4039.37"
"-0.89,4054,4053.11"
"0.97,4069,4069.97"
"-0.60,4084,4083.40"
"-0.07,4099,4098.93"
"0.70,4114,4114.70"
"-1.00,4129,4128.00"
"0.81,4144,4144.81"
"-0.24,4159,4158.76"
"-0.45,4174,4173.55"
"0.92,4189,4189.92"
"-0.95,4204,4203.05"
"0.52,4219,4219.52"
"0.16,4234,4234.16"
"-0.76,4249,4248.24"
"1.00,4264,4265.00"
"-0.76,4279,4278.24"
"0.15,4294,4294.15"
"0.53,4309,4309.53"
"-0.95,4324,4323.05"
"0.92,4339,4339.92"
"-0.44,4354,4353.56"
"-0.24,4369,4368.75"
"0.82,4384,4384.82"
"-1.00,4399,4398.00"
"0.70,4414,4414.70"
"-0.06,4429,4428.94"
"-0.60,4444,4443.40"
"0.98,4459,4459.98"
"-0.88,4474,4473.12"
"0.36,4489,4489.36"
"0.33,4504,4504.33"
"-0.86,4519,4518.14"
"0.98,4534,4534.98"
"-0.63,4549,4548.37"
"-0.03,4564,4563.97"
"0.67,4579,4579.67"
"-0.99,4594,4593.01"
"0.84,4609,4609.84"
"-0.28,4624,4623.72"
"-0.41,4639,4638.59"
"0.91,4654,4654.91"
"-0.96,4669,4668.04"
"0.56,4684,4684.56"
"0.11,4699,4699.11"
"-0.73,4714,4713.27"
"1.00,4729,4730.00"
"-0.79,4744,4743.21"
"0.19,4759,4759.19"
"0.49,4774,4774.49"
"-0.94,4789,4788.06"
"0.94,4804,4804.94"
"-0.48,4819,4818.52"
"-0.20,4834,4833.80"
"0.79,4849,4849.79"
"-1.00,4864,4863.00"
"0.73,4879,4879.73"
"-0.11,4894,4893.89"
"-0.57,4909,4908.43"
"0.97,4924,4924.97"
"-0.90,4939,4938.10"
"0.40,4954,4954.40"
"0.29,4969,4969.29"
"-0.84,4984,4983.16"
"0.99,4999,4999.99"
"-0.66,5014,5013.34"
"0.02,5029,5029.02"
"0.64,5044,5044.64"
"-0.99,5059,5058.02"
"0.86,5074,5074.86"
"-0.32,5089,5088.68"
"-0.37,5104,5103.63"
"0.89,5119,5119.89"
"-0.97,5134,5133.03"
"0.60,5149,5149.60"
"0.07,5164,5164.07"
"-0.70,5179,5178.30"
"1.00,5194,5195.00"
"-0.81,5209,5208.19"
"0.24,5224,5224.24"
"0.45,5239,5239.45"
"-0.92,5254,5253.08"
"0.95,5269,5269.95"
"-0.52,5284,5283.48"
"-0.16,5299,5298.84"
"0.76,5314,5314.76"
"-1.00,5329,5328.00"
"0.76,5344,5344.76"
"-0.15,5359,5358.85"
"-0.53,5374,5373.47"
"0.95,5389,5389.95"
"-0.92,5404,5403.08"
"0.44,5419,5419.44"
"0.24,5434,5434.24"
"-0.82,5449,5448.18"
"1.00,5464,5465.00"
"-0.70,5479,5478.30"
"0.06,5494,5494.06"
"0.60,5509,5509.60"
"-0.98,5524,5523.02"
"0.88,5539,5539.88"
"-0.36,5554,5553.64"
"-0.33,5569,5568.67"
"0.86,5584,5584.86"
"-0.98,5599,5598.02"
"0.63,5614,5614.63"
"0.03,5629,5629.03"
"-0.67,5644,5643.33"
"0.99,5659,5659.99"
"-0.84,5674,5673.16"
"0.28,5689,5689.28"
"0.41,5704,5704.41"
"-0.91,5719,5718.09"
"0.96,5734,5734.96"
"-0.56,5749,5748.44"
"-0.11,5764,5763.89"
"0.73,5779,5779.73"
"-1.00,5794,5793.00"
"0.79,5809,5809.79"
"-0.19,5824,5823.81"
"-0.49,5839,5838.51"
"0.94,5854,5854.94"
"-0.94,5869,5868.06"
"0.48,5884,5884.48"
"0.20,5899,5899.20"
"-0.79,5914,5913.21"
"1.00,5929,5930.00"
"-0.73,5944,5943.27"
"0.11,5959,5959.11"
"0.57,5974,5974.57"
"-0.97,5989,5988.03"
"0.90,6004,6004.90"
"-0.40,6019,6018.60"
"-0.29,6034,6033.71"
"0.84,6049,6049.84"
"-0.99,6064,6063.01"
"0.66,6079,6079.66"
"-0.02,6094,6093.98"
"-0.64,6109,6108.36"
"0.99,6124,6124.98"
"-0.86,6139,6138.14"
"0.32,6154,6154.32"
"0.37,6169,6169.37"
"-0.89,6184,6183.11"
"0.97,6199,6199.97"
"-0.60,6214,6213.40"
"-0.07,6229,6228.93"
"0.70,6244,6244.70"
"-1.00,6259,6258.00"
"0.81,6274,6274.81"
"-0.24,6289,6288.76"
"-0.45,6304,6303.55"
"0.92,6319,6319.92"
"-0.95,6334,6333.05"
"0.52,6349,6349.52"
"0.16,6364,6364.16"
"-0.76,6379,6378.24"
"1.00,6394,6395.00"
"-0.76,6409,6408.24"
"0.15,6424,6424.15"
"0.53,6439,6439.53"
"-0.95,6454,6453.05"
"0.92,6469,6469.92"
"-0.44,6484,6483.56"
"-0.24,6499,6498.76"
"0.82,6514,6514.82"
"-1.00,6529,6528.00"
"0.70,6544,6544.70"
"-0.06,6559,6558.94"
"-0.60,6574,6573.40"
"0.98,6589,6589.98"
"-0.88,6604,6603.12"
"0.36,6619,6619.36"
"0.33,6634,6634.33"
"-0.86,6649,6648.14"
"0.98,6664,6664.98"
"-0.63,6679,6678.37"
"-0.03,6694,6693.97"
"0.67,6709,6709.67"
"-0.99,6724,6723.01"
"0.84,6739,6739.84"
"-0.28,6754,6753.72"
"-0.41,6769,6768.59"
"0.91,6784,6784.91"
"-0.96,6799,6798.04"
"0.56,6814,6814.56"
"0.11,6829,6829.11"
"-0.73,6844,6843.27"
"1.00,6859,6860.00"
"-0.79,6874,6873.21"
"0.19,6889,6889.19"
"0.49,6904,6904.49"
"-0.94,6919,6918.06"
"0.94,6934,6934.94"
"-0.48,6949,6948.52"
"-0.20,6964,6963.80"
"0.79,6979,6979.79"
"-1.00,6994,6993.00"
"0.73,7009,7009.73"
"-0.11,7024,7023.89"
"-0.57,7039,7038.43"
"0.97,7054,7054.97"
"-0.90,7069,7068.10"
"0.40,7084,7084.40"
"0.29,7099,7099.29"
"-0.84,7114,7113.16"
"0.99,7129,7129.99"
"-0.66,7144,7143.34"
"0.02,7159,7159.02"
"0.64,7174,7174.64"
"-0.99,7189,7188.02"
"0.86,7204,7204.86"
"-0.32,7219,7218.68"
"-0.37,7234,7233.63"
"0.89,7249,7249.89"
"-0.97,7264,7263.03"
"0.60,7279,7279.60"
"0.07,7294,7294.07"
"-0.70,7309,7308.30"
"1.00,7324,7325.00"
"-0.81,7339,7338.19"
"0.24,7354,7354.24"
"0.45,7369,7369.45"
"-0.92,7384,7383.08"
"0.95,7399,7399.95"
"-0.52,7414,7413.48"
"-0.16,7429,7428.84"
"0.76,7444,7444.76"
"-1.00,7459,7458.00"
"0.76,7474,7474.76"
"-0.15,7489,7488.85"
"-0.53,7504,7503.47"
"0.95,7519,7519.95"
"-0.92,7534,7533.08"
"0.44,7549,7549.44"
"0.24,7564,7564.24"
"-0.82,7579,7578.18"
"1.00,7594,7595.00"
"-0.70,7609,7608.30"
"0.06,7624,7624.06"
"0.60,7639,7639.60"
"-0.98,7654,7653.02"
"0.88,7669,7669.88"
"-0.36,7684,7683.64"
"-0.33,7699,7698.67"
"0.86,7714,7714.86"
"-0.98,7729,7728.02"
"0.63,7744,7744.63"
"0.03,7759,7759.03"
"-0.67,7774,7773.33"
"0.99,7789,7789.99"
"-0.84,7804,7803.16"
"0.28,7819,7819.28"
"0.41,7834,7834.41"
"-0.91,7849,7848.09"
"0.96,7864,7864.96"
"-0.56,7879,7878.44"
"-0.11,7894,7893.89"
"0.73,7909,7909.73"
"-1.00,7924,7923.00"
"0.79,7939,7939.79"
"-0.19,7954,7953.81"
"-0.49,7969,7968.51"
"0.94,7984,7984.94"
"-0.94,7999,7998.06"
"0.48,8014,8014.48"
"0.20,8029,8029.20"
"-0.79,8044,8043.21"
"1.00,8059,8060.00"
"-0.73,8074,8073.27"
"0.11,8089,8089.11"
"0.57,8104,8104.57"
"-0.97,8119,8118.03"
"0.90,8134,8134.90"
"-0.40,8149,8148.60"
"-0.29,8164,8163.71"
"0.84,8179,8179.84"
"-0.99,8194,8193.01"
"0.66,8209,8209.66"
"-0.02,8224,8223.98"
"-0.64,8239,8238.36"
"0.99,8254,8254.99"
"-0.86,8269,8268.14"
"0.32,8284,8284.32"
"0.37,8299,8299.37"
"-0.89,8314,8313.11"
"0.97,8329,8329.97"
"-0.60,8344,8343.40"
"-0.07,8359,8358.93"
"0.70,8374,8374.70"
"-1.00,8389,8388.00"
"0.81,8404,8404.81"
"-0.24,8419,8418.76"
"-0.45,8434,8433.55"
"0.92,8449,8449.92"
"-0.95,8464,8463.05"
"0.52,8479,8479.52"
"0.16,8494,8494.16"
"-0.76,8509,8508.24"
"1.00,8524,8525.00"
"-0.76,8539,8538.24"
"0.15,8554,8554.15"
"0.53,8569,8569.53"
"-0.95,8584,8583.05"
"0.92,8599,8599.92"
"-0.44,8614,8613.56"
"-0.24,8629,8628.76"
"0.82,8644,8644.82"
"-1.00,8659,8658.00"
"0.70,8674,8674.70"
"-0.06,8689,8688.94"
"-0.60,8704,8703.40"
"0.98,8719,8719.98"
"-0.88,8734,8733.12"
"0.36,8749,8749.36"
"0.33,8764,8764.33"
"-0.86,8779,8778.14"
"0.98,8794,8794.98"
"-0.63,8809,8808.37"
"-0.03,8824,8823.97"
"0.67,8839,8839.67"
"-0.99,8854,8853.01"
"0.84,8869,8869.84"
"-0.28,8884,8883.72"
"-0.41,8899,8898.59"
"0.91,8914,8914.91"
"-0.96,8929,8928.04"
"0.56,8944,8944.56"
"0.11,8959,8959.11"
"-0.73,8974,8973.27"
"1.00,8989,8990.00"
"-0.79,9004,9003.21"
"0.19,9019,9019.19"
"0.49,9034,9034.49"
"-0.94,9049,9048.06"
"0.94,9064,9064.94"
"-0.48,9079,9078.52"
"-0.20,9094,9093.80"
"0.79,9109,9109.79"
"-1.00,9124,9123.00"
"0.73,9139,9139.73"
"-0.11,9154,9153.89"
"-0.57,9169,9168.43"
"0.97,9184,9184.97"
"-0.90,9199,9198.10"
"0.40,9214,9214.40"
"0.29,9229,9229.29"
"-0.84,9244,9243.16"
"0.99,9259,9259.99"
"-0.66,9274,9273.34"
"0.02,9289,9289.02"
"0.64,9304,9304.64"
"-0.99,9319,9318.01"
"0.86,9334,9334.86"
"-0.32,9349,9348.68"
"-0.37,9364,9363.63"
"0.89,9379,9379.89"
"-0.97,9394,9393.03"
"0.60,9409,9409.60"
"0.07,9424,9424.07"
"-0.70,9439,9438.30"
"1.00,9454,9455.00"
"-0.81,9469,9468.19"
"0.24,9484,9484.24"
"0.45,9499,9499.45"
"-0.92,9514,9513.08"
"0.95,9529,9529.95"
"-0.52,9544,9543.48"
"-0.16,9559,9558.84"
"0.76,9574,9574.76"
"-1.00,9589,9588.00"
"0.76,9604,9604.76"
"-0.15,9619,9618.85"
"-0.53,9634,9633.47"
"0.95,9649,9649.95"
"-0.92,9664,9663.08"
"0.44,9679,9679.45"
"0.24,9694,9694.24"
"-0.82,9709,9708.18"
"1.00,9724,9725.00"
"-0.70,9739,9738.30"
"0.06,9754,9754.06"
"0.60,9769,9769.60"
"-0.98,9784,9783.02"
"0.88,9799,9799.88"
"-0.36,9814,9813.64"
"-0.33,9829,9828.67"
"0.86,9844,9844.86"
"-0.98,9859,9858.02"
"0.63,9874,9874.63"
"0.03,9889,9889.03"
"-0.67,9904,9903.33"
"0.99,9919,9919.99"
"-0.84,9934,9933.16"
"0.28,9949,9949.28"
"0.41,9964,9964.41"
"-0.91,9979,9978.09"
"0.96,9994,9994.96"
"-0.56,10009,10008.44"
"-0.11,10024,10023.89"
"0.73,10039,10039.73"
"-1.00,10054,10053.00"
"0.79,10069,10069.79"
"-0.19,10084,10083.81"
"-0.49,10099,10098.51"
"0.94,10114,10114.94"
"-0.94,10129,10128.06"
"0.48,10144,10144.48"
"0.20,10159,10159.20"
"-0.79,10174,10173.21"
"1.00,10189,10190.00"
"-0.73,10204,10203.27"
"0.11,10219,10219.11"
"0.57,10234,10234.57"
"-0.97,10249,10248.03"
"0.90,10264,10264.90"
"-0.40,10279,10278.59"
"-0.29,10294,10293.71"
"0.84,10309,10309.84"
"-0.99,10324,10323.01"
"0.66,10339,10339.66"
"-0.02,10354,10353.98"
"-0.64,10369,10368.36"
"0.98,10384,10384.99"
"-0.86,10399,10398.14"
"0.32,10414,10414.32"
"0.37,10429,10429.37"
"-0.89,10444,10443.11"
"0.97,10459,10459.97"
"-0.60,10474,10473.40"
"-0.07,10489,10488.93"
"0.70,10504,10504.70"
"-1.00,10519,10518.00"
"0.81,10534,10534.81"
"-0.24,10549,10548.76"
"-0.45,10564,10563.55"
"0.92,10579,10579.92"
"-0.95,10594,10593.05"
"0.52,10609,10609.52"
"0.16,10624,10624.16"
"-0.76,10639,10638.24"
"1.00,10654,10655.00"
"-0.76,10669,10668.24"
"0.15,10684,10684.15"
"0.53,10699,10699.53"
"-0.95,10714,10713.05"
"0.92,10729,10729.92"
"-0.44,10744,10743.55"
"-0.24,10759,10758.76"
"0.82,10774,10774.82"
"-1.00,10789,10788.00"
"0.70,10804,10804.70"
"-0.06,10819,10818.94"
"-0.60,10834,10833.40"
"0.98,10849,10849.98"
"-0.88,10864,10863.12"
"0.36,10879,10879.36"
"0.33,10894,10894.33"
"-0.86,10909,10908.14"
"0.98,10924,10924.98"
"-0.63,10939,10938.37"
"-0.03,10954,10953.97"
"0.67,10969,10969.67"
"-0.99,10984,10983.01"
"0.84,10999,10999.84"
"-0.28,11014,11013.72"
"-0.41,11029,11028.59"
"0.91,11044,11044.91"
"-0.96,11059,11058.04"
"0.56,11074,11074.56"
"0.11,11089,11089.11"
"-0.73,11104,11103.27"
"1.00,11119,11120.00"
"-0.79,11134,11133.21"
"0.19,11149,11149.19"
"0.49,11164,11164.49"
"-0.94,11179,11178.06"
"0.94,11194,11194.94"
"-0.48,11209,11208.52"
"-0.20,11224,11223.80"
"0.79,11239,11239.79"
"-1.00,11254,11253.00"
"0.73,11269,11269.73"
"-0.11,11284,11283.89"
"-0.57,11299,11298.43"
"0.97,11314,11314.97"
"-0.90,11329,11328.10"
"0.40,11344,11344.41"
"0.29,11359,11359.29"
"-0.84,11374,11373.16"
"0.99,11389,11389.99"
"-0.66,11404,11403.34"
"0.02,11419,11419.02"
"0.64,11434,11434.64"
"-0.98,11449,11448.01"
"0.86,11464,11464.86"
"-0.32,11479,11478.68"
"-0.37,11494,11493.63"
"0.89,11509,11509.89"
"-0.97,11524,11523.03"
"0.60,11539,11539.60"
"0.07,11554,11554.07"
"-0.70,11569,11568.30"
"1.00,11584,11585.00"
"-0.81,11599,11598.19"
"0.24,11614,11614.24"
"0.45,11629,11629.45"
"-0.92,11644,11643.08"
"0.95,11659,11659.95"
"-0.52,11674,11673.48"
"-0.16,11689,11688.84"
"0.76,11704,11704.76"
"-1.00,11719,11718.00"
"0.76,11734,11734.76"
"-0.15,11749,11748.85"
"-0.53,11764,11763.47"
"0.95,11779,11779.95"
"-0.92,11794,11793.08"
"0.45,11809,11809.45"
"0.24,11824,11824.24"
"-0.82,11839,11838.18"
"1.00,11854,11855.00"
"-0.70,11869,11868.30"
"0.06,11884,11884.06"
"0.60,11899,11899.60"
"-0.98,11914,11913.02"
"0.88,11929,11929.88"
"-0.36,11944,11943.64"
"-0.33,11959,11958.67"
"0.86,11974,11974.86"
"-0.98,11989,11988.02"
"0.63,12004,12004.63"
"0.03,12019,12019.03"
"-0.67,12034,12033.33"
"0.99,12049,12049.99"
"-0.84,12064,12063.16"
"0.28,12079,12079.28"
"0.41,12094,12094.41"
"-0.91,12109,12108.09"
"0.96,12124,12124.96"
"-0.56,12139,12138.44"
"-0.11,12154,12153.89"
"0.73,12169,12169.73"
"-1.00,12184,12183.00"
"0.79,12199,12199.79"
"-0.19,12214,12213.81"
"-0.49,12229,12228.51"
"0.94,12244,12244.94"
"-0.94,12259,12258.06"
"0.48,12274,12274.48"
"0.20,12289,12289.20"
"-0.79,12304,12303.21"
"1.00,12319,12320.00"
"-0.73,12334,12333.27"
"0.11,12349,12349.11"
"0.57,12364,12364.57"
"-0.97,12379,12378.03"
"0.90,12394,12394.90"
"-0.41,12409,12408.59"
"-0.29,12424,12423.71"
"0.84,12439,12439.84"
"-0.99,12454,12453.01"
"0.66,12469,12469.66"
"-0.02,12484,12483.98"
"-0.64,12499,12498.36"
"0.98,12514,12514.99"
"-0.86,12529,12528.14"
"0.32,12544,12544.32"
"0.37,12559,12559.37"
"-0.89,12574,12573.11"
"0.97,12589,12589.97"
"-0.60,12604,12603.40"
"-0.07,12619,12618.93"
"0.70,12634,12634.70"
"-1.00,12649,12648.00"
"0,12664.81"
"-0.24,12679,12678.76"
"-0.45,12694,12693.55"
"0.92,12709,12709.92"
"-0.95,12724,12723.05"
"0.52,12739,12739.52"
"0.16,12754,12754.16"
"-0.76,12769,12768.24"
"1.00,12784,12785.00"
"-0.76,12799,12798.24"
"0.15,12814,12814.15"
"0.53,12829,12829.53"
"-0.95,12844,12843.05"
"0.92,12859,12859.92"
"-0.45,12874,12873.55"
"-0.24,12889,12888.76"
"0.82,12904,12904.82"
"-1.00,12919,12918.00"
"0.70,12934,12934.70"
"-0.06,12949,12948.94"
"-0.60,12964,12963.40"
"0.98,12979,12979.98"
"-0.88,12994,12993.12"
"0.36,13009,13009.36"
"0.33,13024,13024.33"
"-0.86,13039,13038.14"
"0.98,13054,13054.98"
"-0.63,13069,13068.37"
"-0.03,13084,13083.97"
"0.67,13099,13099.67"
"-0.99,13114,13113.01"
"0.84,13129,13129.84"
"-0.28,13144,13143.72"
"-0.41,13159,13158.59"
"0.91,13174,13174.91"
"-0.96,13189,13188.04"
"0.56,13204,13204.56"
"0.11,13219,13219.11"
"-0.73,13234,13233.27"
"1.00,13249,13250.00"
"-0.79,13264,13263.21"
"0.19,13279,13279.19"
"0.49,13294,13294.49"
"-0.94,13309,13308.06"
"0.94,13324,13324.94"
"-0.48,13339,13338.52"
"-0.20,13354,13353.80"
"0.79,13369,13369.79"
"-1.00,13384,13383.00"
"0.73,13399,13399.73"
"-0.11,13414,13413.89"
"-0.57,13429,13428.43"
"0.97,13444,13444.97"
"-0.90,13459,13458.10"
"0.41,13474,13474.41"
"0.29,13489,13489.29"
"-0.84,13504,13503.16"
"0.99,13519,13519.99"
"-0.66,13534,13533.34"
"0.02,13549,13549.02"
"0.64,13564,13564.64"
"-0.98,13579,13578.01"
"0.86,13594,13594.86"
"-0.32,13609,13608.68"
"-0.37,13624,13623.63"
"0.89,13639,13639.89"
"-0.97,13654,13653.03"
"0.60,13669,13669.60"
"0.07,13684,13684.07"
"-0.70,13699,13698.30"
"1.00,13714,13715.00"
"-0.81,13729,13728.19"
"0.24,13744,13744.24"
"0.45,13759,13759.45"
"-0.92,13774,13773.08"
"0.95,13789,13789.95"
"-0.52,13804,13803.48"
"-0.16,13819,13818.84"
"06,13834,13834.76"
"-1.00,13849,13848.00"
"0.76,13864,13864.76"
"-0.15,13879,13878.85"
"-0.53,13894,13893.47"
"0.95,13909,13909.95"
"-0.92,13924,13923.08"
"0.45,13939,13939.45"
"0.24,13954,13954.24"
"-0.82,13969,13968.18"
"1.00,13984,13985.00"
"-0.70,13999,13998.30"
"0.06,14014,14014.06"
"0.60,14029,14029.60"
"-0.98,14044,14043.02"
"0.88,14059,14059.88"
"-0.36,14074,14073.64"
"-0.33,14089,14088.67"
"0.86,14104,14104.86"
"-0.98,14119,14118.02"
"0.63,14134,14134.63"
"0.03,14149,14149.03"
"-0.67,14164,14163.33"
"0.99,14179,14179.99"
"-0.84,14194,14193.16"
"0.28,14209,14209.28"
"0.41,14224,14224.41"
"-0.91,14239,14238.09"
"0.96,14254,14254.96"
"-0.56,14269,14268.44"
"-0.11,14284,14283.89"
"0.73,14299,14299.73"
"-1.00,14314,14313.00"
"0.79,14329,14329.79"
"-0.19,14344,14343.81"
"-0.49,14359,14358.51"
"0.94,14374,14374.94"
"-0.94,14389,14388.06"
"0.48,14404,14404.48"
"0.20,14419,14419.20"
"-0.79,14434,14433.21"
"1.00,14449,14450.00"
"-0.73,14464,14463.27"
"0.11,14479,14479.11"
"0.57,14494,14494.57"
"-0.97,14509,14508.03"
"0.-0.41,14539,14538.59"
"-0.29,14554,14553.71"
"0.84,14569,14569.84"
