"yaw [deg], yaw_time [ms], yaw_crc"
"1.00,6258,6259.00"
"-0.72,6273,6272.28"
"0.10,6288,6288.10"
"0.57,6303,6303.57"
"-0.97,6318,6317.03"
"0.90,6333,6333.90"
"-0.40,6348,6347.60"
"-0.29,6363,6362.71"
"0.84,6378,6378.84"
"-0.99,6393,6392.01"
"0.66,6408,6408.66"
"-0.01,6423,6422.99"
"-0.64,6438,6437.36"
"0.99,6453,6453.99"
"-0.86,6468,6467.14"
"0.32,6483,6483.32"
"0.38,6498,6498.38"
"-0.89,6513,6512.11"
"0.97,6528,6528.97"
"-0.59,6543,6542.41"
"-0.07,6558,6557.93"
"0.71,6573,6573.71"
"-1.00,6588,6587.00"
"0.81,6603,6603.81"
"-0.23,6618,6617.77"
"-0.46,6633,6632.54"
"0.92,6648,6648.92"
"-0.95,6663,6662.05"
"0.52,6678,6678.52"
"0.16,6693,6693.16"
"-0.77,6708,6707.23"
"1.00,6723,6724.00"
"-0.75,6738,6737.25"
"0.15,6753,6753.15"
"0.53,6768,6768.53"
"-0.95,6783,6782.04"
"0.92,6798,6798.92"
"-0.44,6813,6812.56"
"-0.25,6828,6827.75"
"0.82,6843,6843.82"
"-1.00,6858,6857.00"
"0.69,6873,6873.69"
"-0.06,6888,6887.94"
"-0.61,6903,6902.40"
"0.98,6918,6918.98"
"-0.88,6933,6932.12"
"0.36,6948,6948.36"
"0.33,6963,6963.33"
"-0.87,6978,6977.13"
"0.98,6993,6993.98"
"-0.63,7008,7007.37"
"-0.03,7023,7022.97"
"0.67,7038,7038.67"
"-0.99,7053,7052.01"
"0.83,7068,7068.83"
"-0.28,7083,7082.72"
"-0.42,7098,7097.58"
"0.91,7113,7113.91"
"-0.96,7128,7127.04"
"0.56,7143,7143.56"
"0.12,7158,7158.12"
"-0.74,7173,7172.26"
"1.00,7188,7189.00"
"-0.78,7203,7202.22"
"0.19,7218,7218.19"
"0.49,7233,7233.49"
"-0.94,7248,7247.06"
"0.94,7263,7263.94"
"-0.48,7278,7277.52"
"-0.21,7293,7292.79"
"0.79,7308,7308.79"
"-1.00,7323,7322.00"
"0.72,7338,7338.72"
"-0.10,7353,7352.90"
"-0.57,7368,7367.43"
"0.97,7383,7383.97"
"-0.90,7398,7397.10"
"0.40,7413,7413.40"
"0.29,7428,7428.29"
"-0.84,7443,7442.16"
"0.99,7458,7458.99"
"-0.66,7473,7472.34"
"0.01,7488,7488.01"
"0.64,7503,7503.64"
"-0.99,7518,7517.01"
"0.86,7533,7533.86"
"-0.32,7548,7547.68"
"-0.37,7563,7562.63"
"0.89,7578,7578.89"
"-0.97,7593,7592.03"
"0.59,7608,7608.59"
"0.07,7623,7623.07"
"-0.71,7638,7637.29"
"1.00,7653,7654.00"
"-0.81,7668,7667.19"
"0.23,7683,7683.23"
"0.46,7698,7698.46"
"-0.92,7713,7712.08"
"0.95,7728,7728.95"
"-0.52,7743,7742.48"
"-0.16,7758,7757.84"
"0.76,7773,7773.77"
"-1.00,7788,7787.00"
"0.75,7803,7803.75"
"-0.15,7818,7817.85"
"-0.53,7833,7832.47"
"0.95,7848,7848.96"
"-0.92,7863,7862.08"
"0.44,7878,7878.44"
"0.25,7893,7893.25"
"-0.82,7908,7907.18"
"1.00,7923,7924.00"
"-0.69,7938,7937.31"
"0.06,7953,7953.06"
"0.60,7968,7968.60"
"-0.98,7983,7982.02"
"0.88,7998,7998.88"
"-0.36,8013,8012.64"
"-0.33,8028,8027.67"
"0.87,8043,8043.87"
"-0.98,8058,8057.02"
"0.63,8073,8073.63"
"0.03,8088,8088.03"
"-0.67,8103,8102.33"
"0.99,8118,8118.99"
"-0.83,8133,8132.17"
"0.28,8148,8148.28"
"0.42,8163,8163.42"
"-0.91,8178,8177.09"
"0.96,8193,8193.96"
"-0.56,8208,8207.44"
""
