"pitch [deg], pitch_time [ms] pitch_crc"
"-0.15,3939,3938.85"
"-0.53,3954,3953.47"
"0.95,3969,3969.95"
"-0.92,3984,3983.08"
"0.44,3999,3999.44"
"0.24,4014,4014.24"
"-0.82,4029,4028.18"
"1.00,4044,4045.00"
"-0.70,4059,4058.30"
"0.06,4074,4074.06"
"0.60,4089,4089.60"
"-0.98,4104,4103.02"
"0.88,4119,4119.88"
"-0.36,4134,4133.64"
"-0.33,4149,4148.67"
"0.86,4164,4164.86"
"-0.98,4179,4178.02"
"0.63,4194,4194.63"
"0.03,4209,4209.03"
"-0.67,4224,4223.33"
"0.99,4239,4239.99"
"-0.84,4254,4253.16"
"0.28,4269,4269.28"
"0.41,4284,4284.41"
"-0.91,4299,4298.09"
"0.96,4314,4314.96"
"-0.56,4329,4328.44"
"-0.11,4344,4343.89"
"0.73,4359,4359.73"
"-1.00,4374,4373.00"
"0.79,4389,4389.79"
"-0.19,4404,4403.81"
"-0.49,4419,4418.51"
"0.94,4434,4434.94"
"-0.94,4449,4448.06"
"0.48,4464,4464.48"
"0.20,4479,4479.20"
"-0.79,4494,4493.21"
"1.00,4509,4510.00"
"-0.73,4524,4523.27"
"0.11,4539,4539.11"
"0.57,4554,4554.57"
"-0.97,4569,4568.03"
"0.90,4584,4584.90"
"-0.40,4599,4598.60"
"-0.29,4614,4613.71"
"0.84,4629,4629.84"
"-0.99,4644,4643.01"
"0.66,4659,4659.66"
"-0.02,4674,4673.98"
"-0.64,4689,4688.36"
"0.99,4704,4704.98"
"-0.86,4719,4718.14"
"0.32,4734,4734.32"
"0.37,4749,4749.37"
"-0.89,4764,4763.11"
"0.97,4779,4779.97"
"-0.60,4794,4793.40"
"-0.07,4809,4808.93"
"0.70,4824,4824.70"
"-1.00,4839,4838.00"
"0.81,4854,4854.81"
"-0.24,4869,4868.76"
"-0.45,4884,4883.55"
"0.92,4899,4899.92"
"-0.95,4914,4913.05"
"0.52,4929,4929.52"
"0.16,4944,4944.16"
"-0.76,4959,4958.24"
"1.00,4974,4975.00"
"-0.76,4989,4988.24"
"0.15,5004,5004.15"
"0.53,5019,5019.53"
"-0.95,5034,5033.05"
"0.92,5049,5049.92"
"-0.44,5064,5063.56"
"-0.24,5079,5078.76"
"0.82,5094,5094.82"
"-1.00,5109,5108.00"
"0.70,5124,5124.70"
"-0.06,5139,5138.94"
"-0.60,5154,5153.40"
"0.98,5169,5169.98"
"-0.88,5184,5183.12"
"0.36,5199,5199.36"
"0.33,5214,5214.33"
"-0.86,5229,5228.14"
"0.98,5244,5244.98"
"-0.63,5259,5258.37"
"-0.03,5274,5273.97"
"0.67,5289,5289.67"
"-0.99,5304,5303.01"
"0.84,5319,5319.84"
"-0.28,5334,5333.72"
"-0.41,5349,5348.59"
"0.91,5364,5364.91"
"-0.96,5379,5378.04"
"0.56,5394,5394.56"
"0.11,5409,5409.11"
"-0.73,5424,5423.27"
"1.00,5439,5440.00"
"-0.79,5454,5453.21"
"0.19,5469,5469.19"
"0.49,5484,5484.49"
"-0.94,5499,5498.06"
"0.94,5514,5514.94"
"-0.48,5529,5528.52"
"-0.20,5544,5543.80"
"0.79,5559,5559.79"
"-1.00,5574,5573.00"
"0.73,5589,5589.73"
"-0.11,5604,5603.89"
"-0.57,5619,5618.43"
"0.97,5634,5634.97"
"-0.90,5649,5648.10"
"0.40,5664,5664.40"
"0.29,5679,5679.29"
"-0.84,5694,5693.16"
"0.99,5709,5709.99"
"-0.66,5724,5723.34"
"0.02,5739,5739.02"
"0.64,5754,5754.64"
"-0.99,5769,5768.02"
"0.86,5784,5784.86"
"-0.32,5799,5798.68"
"-0.37,5814,5813.63"
"0.89,5829,5829.89"
"-0.97,5844,5843.03"
"0.60,5859,5859.60"
"0.07,5874,5874.07"
"-0.70,5889,5888.30"
"1.00,5904,5905.00"
"-0.81,5919,5918.19"
"0.24,5934,5934.24"
"0.45,5949,5949.45"
"-0.92,5964,5963.08"
"0.95,5979,5979.95"
"-0.52,5994,5993.48"
"-0.16,6009,6008.84"
"0.76,6024,6024.76"
"-1.00,6039,6038.00"
"0.76,6054,6054.76"
"-0.15,6069,6068.85"
"-0.53,6084,6083.47"
"0.95,6099,6099.95"
"-0.92,6114,6113.08"
"0.44,6129,6129.44"
"0.24,6144,6144.24"
"-0.82,6159,6158.18"
"1.00,6174,6175.00"
"-0.70,6189,6188.30"
"0.06,6204,6204.06"
"0.60,6219,6219.60"
"-0.98,6234,6233.02"
"0.88,6249,6249.88"
"-0.36,6264,6263.64"
"-0.33,6279,6278.67"
"0.86,6294,6294.86"
"-0.98,6309,6308.02"
"0.63,6324,6324.63"
"0.03,6339,6339.03"
"-0.67,6354,6353.33"
"0.99,6369,6369.99"
"-0.84,6384,6383.16"
"0.28,6399,6399.28"
"0.41,6414,6414.41"
"-0.91,6429,6428.09"
"0.96,6444,6444.96"
"-0.56,6459,6458.44"
"-0.11,6474,6473.89"
"0.73,6489,6489.73"
"-1.00,6504,6503.00"
"0.79,6519,6519.79"
"-0.19,6534,6533.81"
"-0.49,6549,6548.51"
"0.94,6564,6564.94"
"-0.94,6579,6578.06"
"0.48,6594,6594.48"
"0.20,6609,6609.20"
"-0.79,6624,6623.21"
"1.00,6639,6640.00"
"-0.73,6654,6653.27"
"0.11,6669,6669.11"
"0.57,6684,6684.57"
"-0.97,6699,6698.03"
"0.90,6714,6714.90"
"-0.40,6729,6728.60"
"-0.29,6744,6743.71"
"0.84,6759,6759.84"
"-0.99,6774,6773.01"
"0.66,6789,6789.66"
"-0.02,6804,6803.98"
"-0.64,6819,6818.36"
"0.99,6834,6834.98"
"-0.86,6849,6848.14"
"0.32,6864,6864.32"
"0.37,6879,6879.37"
"-0.89,6894,6893.11"
"0.97,6909,6909.97"
"-0.60,6924,6923.40"
"-0.07,6939,6938.93"
"0.70,6954,6954.70"
"-1.00,6969,6968.00"
"0.81,6984,6984.81"
"-0.24,6999,6998.76"
"-0.45,7014,7013.55"
"0.92,7029,7029.92"
"-0.95,7044,7043.05"
"0.52,7059,7059.52"
"0.16,7074,7074.16"
"-0.76,7089,7088.24"
"1.00,7104,7105.00"
"-0.76,7119,7118.24"
"0.15,7134,7134.15"
"0.53,7149,7149.53"
"-0.95,7164,7163.05"
"0.92,7179,7179.92"
"-0.44,7194,7193.56"
"-0.24,7209,7208.76"
"0.82,7224,7224.82"
"-1.00,7239,7238.00"
"0.70,7254,7254.70"
"-0.06,7269,7268.94"
"-0.60,7284,7283.40"
"0.98,7299,7299.98"
"-0.88,7314,7313.12"
"0.36,7329,7329.36"
"0.33,7344,7344.33"
"-0.86,7359,7358.14"
"0.98,7374,7374.98"
"-0.63,7389,7388.37"
"-0.03,7404,7403.97"
"0.67,7419,7419.67"
"-0.99,7434,7433.01"
"0.84,7449,7449.84"
"-0.28,7464,7463.72"
"-0.41,7479,7478.59"
"0.91,7494,7494.91"
"-0.96,7509,7508.04"
"0.56,7524,7524.56"
"0.11,7539,7539.11"
"-0.73,7554,7553.27"
"1.00,7569,7570.00"
"-0.79,7584,7583.21"
"0.19,7599,7599.19"
"0.49,7614,7614.49"
"-0.94,7629,7628.06"
"0.94,7644,7644.94"
"-0.48,7659,7658.52"
"-0.20,7674,7673.80"
"0.79,7689,7689.79"
"-1.00,7704,7703.00"
"0.73,7719,7719.73"
"-0.11,7734,7733.89"
"-0.57,7749,7748.43"
"0.97,7764,7764.97"
"-0.90,7779,7778.10"
"0.40,7794,7794.40"
"0.29,7809,7809.29"
"-0.84,7824,7823.16"
"0.99,7839,7839.99"
"-0.66,7854,7853.34"
"0.02,7869,7869.02"
"0.64,7884,7884.64"
"-0.99,7899,7898.02"
"0.86,7914,7914.86"
"-0.32,7929,7928.68"
"-0.37,7944,7943.63"
"0.89,7959,7959.89"
"-0.97,7974,7973.03"
"0.60,7989,7989.60"
"0.07,8004,8004.07"
"-0.70,8019,8018.30"
"1.00,8034,8035.00"
"-0.81,8049,8048.19"
"0.24,8064,8064.24"
"0.45,8079,8079.45"
"-0.92,8094,8093.08"
""
