"pitch [deg], pitch_time [ms] pitch_crc"
"0.73,996,996.73"
"-0.11,1011,1010.89"
"-0.56,1026,1025.44"
"0.96,1041,1041.96"
"-0.91,1056,1055.09"
"0.41,1071,1071.41"
"0.28,1086,1086.28"
"-0.84,1101,1100.16"
"0.99,1116,1116.99"
"-0.67,1131,1130.33"
"0.03,1146,1146.03"
"0.63,1161,1161.63"
"-0.98,1176,1175.02"
"0.86,1191,1191.86"
"-0.33,1206,1205.67"
"-0.36,1221,1220.64"
"0.88,1236,1236.88"
"-0.98,1251,1250.02"
"0.60,1266,1266.60"
"0.06,1281,1281.06"
"-0.70,1296,1295.30"
"1.00,1311,1312.00"
"-0.82,1326,1325.18"
"0.25,1341,1341.25"
"0.44,1356,1356.44"
"-0.92,1371,1370.08"
"0.95,1386,1386.95"
"-0.53,1401,1400.47"
"-0.15,1416,1415.85"
"0.76,1431,1431.76"
"-1.00,1446,1445.00"
"0.76,1461,1461.76"
"-0.16,1476,1475.84"
"-0.52,1491,1490.48"
"0.95,1506,1506.95"
"-0.92,1521,1520.08"
"0.45,1536,1536.45"
"0.24,1551,1551.24"
"-0.81,1566,1565.19"
"1.00,1581,1582.00"
"-0.70,1596,1595.30"
"0.07,1611,1611.07"
"0.59,1626,1626.59"
"-0.97,1641,1640.03"
"0.89,1656,1656.89"
"-0.37,1671,1670.63"
"-0.32,1686,1685.68"
"0.86,1701,1701.86"
"-0.99,1716,1715.01"
"0.64,1731,1731.64"
"0.02,1746,1746.02"
"-0.66,1761,1760.34"
"0.99,1776,1776.99"
"-0.84,1791,1790.16"
"0.29,1806,1806.29"
"0.40,1821,1821.40"
"-0.90,1836,1835.10"
"0.97,1851,1851.97"
"-0.57,1866,1865.43"
"-0.11,1881,1880.89"
"0.73,1896,1896.73"
"-1.00,1911,1910.00"
"0.79,1926,1926.79"
"-0.20,1941,1940.80"
"-0.48,1956,1955.52"
"0.94,1971,1971.94"
"-0.94,1986,1985.06"
"0.49,2001,2001.49"
"0.19,2016,2016.19"
"-0.78,2031,2030.22"
"1.00,2046,2047.00"
"-0.73,2061,2060.27"
"0.11,2076,2076.11"
"0.56,2091,2091.56"
"-0.96,2106,2105.04"
"0.91,2121,2121.91"
"-0.41,2136,2135.59"
"-0.28,2151,2150.72"
"0.84,2166,2166.84"
"-0.99,2181,2180.01"
"0.67,2196,2196.67"
"-0.03,2211,2210.97"
"-0.63,2226,2225.37"
"0.98,2241,2241.98"
"-0.86,2256,2255.14"
"0.33,2271,2271.33"
"0.36,2286,2286.36"
"-0.88,2301,2300.12"
"0.98,2316,2316.98"
"-0.60,2331,2330.40"
"-0.06,2346,2345.94"
"0.70,2361,2361.70"
"-1.00,2376,2375.00"
"0.82,2391,2391.82"
"-0.25,2406,2405.75"
"-0.44,2421,2420.56"
"0.92,2436,2436.92"
"-0.95,2451,2450.05"
"0.53,2466,2466.53"
"0.15,2481,2481.15"
"-0.76,2496,2495.24"
"1.00,2511,2512.00"
"-0.76,2526,2525.24"
"0.16,2541,2541.16"
"0.52,2556,2556.52"
"-0.95,2571,2570.05"
"0.92,2586,2586.92"
"-0.45,2601,2600.55"
"-0.24,2616,2615.76"
"0.81,2631,2631.81"
"-1.00,2646,2645.00"
"0.70,2661,2661.70"
"-0.07,2676,2675.93"
"-0.59,2691,2690.41"
"0.97,2706,2706.97"
"-0.89,2721,2720.11"
"0.37,2736,2736.37"
"0.32,2751,2751.32"
"-0.86,2766,2765.14"
"0.99,2781,2781.99"
"-0.64,2796,2795.36"
"-0.02,2811,2810.98"
"0.66,2826,2826.66"
"-0.99,2841,2840.01"
"0.84,2856,2856.84"
"-0.29,2871,2870.71"
"-0.40,2886,2885.60"
"0.90,2901,2901.90"
"-0.97,2916,2915.03"
"0.57,2931,2931.57"
"0.11,2946,2946.11"
"-0.73,2961,2960.27"
"1.00,2976,2977.00"
"-0.79,2991,2990.21"
"0.20,3006,3006.20"
"0.48,3021,3021.48"
"-0.94,3036,3035.06"
"0.94,3051,3051.94"
"-0.49,3066,3065.51"
"-0.19,3081,3080.81"
"0.78,3096,3096.78"
"-1.00,3111,3110.00"
"0.73,3126,3126.73"
"-0.12,3141,3140.89"
"-0.56,3156,3155.44"
"0.96,3171,3171.96"
"-0.91,3186,3185.09"
"0.41,3201,3201.41"
"0.28,3216,3216.28"
"-0.84,3231,3230.16"
"0.99,3246,3246.99"
"-0.67,3261,3260.33"
"0.03,3276,3276.03"
"0.63,3291,3291.63"
"-0.98,3306,3305.02"
"0.86,3321,3321.86"
"-0.33,3336,3335.67"
"-0.36,3351,3350.64"
"0.88,3366,3366.88"
"-0.98,3381,3380.02"
"0.60,3396,3396.60"
"0.06,3411,3411.06"
"-0.70,3426,3425.30"
"1.00,3441,3442.00"
"-0.82,3456,3455.18"
"0.25,3471,3471.25"
"0.44,3486,3486.44"
"-0.92,3501,3500.08"
"0.95,3516,3516.95"
"-0.53,3531,3530.47"
"-0.15,3546,3545.85"
"0.76,3561,3561.76"
"-1.00,3576,3575.00"
"0.76,3591,3591.76"
"-0.16,3606,3605.84"
"-0.52,3621,3620.48"
"0.95,3636,3636.95"
"-0.92,3651,3650.08"
"0.45,3666,3666.45"
"0.24,3681,3681.24"
"-0.81,3696,3695.19"
"1.00,3711,3712.00"
"-0.70,3726,3725.30"
"0.07,3741,3741.07"
"0.59,3756,3756.59"
"-0.97,3771,3770.03"
"0.89,3786,3786.89"
"-0.37,3801,3800.63"
"-0.32,3816,3815.68"
"0.86,3831,3831.86"
"-0.99,3846,3845.01"
"0.64,3861,3861.64"
"0.02,3876,3876.02"
"-0.66,3891,3890.34"
"0.99,3906,3906.99"
"-0.84,3921,3920.16"
"0.29,3936,3936.29"
"0.40,3951,3951.40"
"-0.90,3966,3965.10"
"0.97,3981,3981.97"
"-0.57,3996,3995.43"
"-0.11,4011,4010.89"
"0.73,4026,4026.73"
"-1.00,4041,4040.00"
"0.79,4056,4056.79"
"-0.20,4071,4070.80"
"-0.48,4086,4085.52"
"0.94,4101,4101.94"
"-0.94,4116,4115.06"
"0.49,4131,4131.49"
"0.19,4146,4146.19"
"-0.78,4161,4160.22"
"1.00,4176,4177.00"
"-0.73,4191,4190.27"
"0.12,4206,4206.12"
"0.56,4221,4221.56"
"-0.96,4236,4235.04"
"0.91,4251,4251.91"
"-0.41,4266,4265.59"
"-0.28,4281,4280.72"
"0.84,4296,4296.84"
"-0.99,4311,4310.01"
"0.67,4326,4326.67"
"-0.03,4341,4340.97"
"-0.63,4356,4355.37"
"0.98,4371,4371.98"
"-0.86,4386,4385.14"
"0.33,4401,4401.33"
"0.36,4416,4416.36"
"-0.88,4431,4430.12"
"0.98,4446,4446.98"
"-0.60,4461,4460.40"
"-0.06,4476,4475.94"
"0.70,4491,4491.70"
"-1.00,4506,4505.00"
"0.82,4521,4521.82"
"-0.25,4536,4535.75"
"-0.44,4551,4550.56"
"0.92,4566,4566.92"
"-0.95,4581,4580.05"
"0.53,4596,4596.53"
"0.15,4611,4611.15"
"-0.76,4626,4625.24"
"1.00,4641,4642.00"
"-0.76,4656,4655.24"
"0.16,4671,4671.16"
"0.52,4686,4686.52"
"-0.95,4701,4700.05"
"0.92,4716,4716.92"
"-0.45,4731,4730.55"
"-0.24,4746,4745.76"
"0.81,4761,4761.81"
"-1.00,4776,4775.00"
"0.70,4791,4791.70"
"-0.07,4806,4805.93"
"-0.59,4821,4820.41"
"0.97,4836,4836.97"
"-0.89,4851,4850.11"
"0.37,4866,4866.37"
"0.32,4881,4881.32"
"-0.86,4896,4895.14"
"0.99,4911,4911.99"
"-0.64,4926,4925.36"
"-0.02,4941,4940.98"
"0.66,4956,4956.66"
"-0.99,4971,4970.01"
"0.84,4986,4986.84"
"-0.29,5001,5000.71"
"-0.40,5016,5015.60"
"0.90,5031,5031.90"
"-0.97,5046,5045.03"
"0.57,5061,5061.57"
"0.11,5076,5076.11"
"-0.73,5091,5090.27"
"1.00,5106,5107.00"
"-0.79,5121,5120.21"
"0.20,5136,5136.20"
"0.48,5151,5151.48"
"-0.94,5166,5165.06"
"0.94,5181,5181.94"
"-0.49,5196,5195.51"
"-0.19,5211,5210.81"
"0.78,5226,5226.78"
"-1.00,5241,5240.00"
"0.73,5256,5256.73"
"-0.12,5271,5270.88"
"-0.56,5286,5285.44"
"0.96,5301,5301.96"
"-0.91,5316,5315.09"
"0.41,5331,5331.41"
"0.28,5346,5346.28"
"-0.84,5361,5360.16"
"0.99,5376,5376.99"
"-0.67,5391,5390.33"
"0.03,5406,5406.03"
"0.63,5421,5421.63"
"-0.98,5436,5435.02"
"0.86,5451,5451.86"
"-0.33,5466,5465.67"
"-0.36,5481,5480.64"
"0.88,5496,5496.88"
"-0.98,5511,5510.02"
"0.60,5526,5526.60"
"0.06,5541,5541.06"
"-0.70,5556,5555.30"
"1.00,5571,5572.00"
"-0.82,5586,5585.18"
"0.25,5601,5601.25"
"0.44,5616,5616.44"
"-0.92,5631,5630.08"
"0.95,5646,5646.95"
"-0.53,5661,5660.47"
"-0.15,5676,5675.85"
"0.76,5691,5691.76"
"-1.00,5706,5705.00"
"0.76,5721,5721.76"
"-0.16,5736,5735.84"
"-0.52,5751,5750.48"
"0.95,5766,5766.95"
"-0.92,5781,5780.08"
"0.45,5796,5796.45"
"0.24,5811,5811.24"
"-0.81,5826,5825.19"
"1.00,5841,5842.00"
"-0.70,5856,5855.30"
"0.07,5871,5871.07"
"0.59,5886,5886.59"
"-0.97,5901,5900.03"
"0.89,5916,5916.89"
"-0.37,5931,5930.63"
"-0.32,5946,5945.68"
"0.86,5961,5961.86"
"-0.99,5976,5975.01"
"0.64,5991,5991.64"
"0.02,6006,6006.02"
"-0.66,6021,6020.34"
"0.99,6036,6036.99"
"-0.84,6051,6050.16"
"0.29,6066,6066.29"
"0.40,6081,6081.40"
"-0.90,6096,6095.10"
"0.97,6111,6111.97"
"-0.57,6126,6125.43"
"-0.11,6141,6140.89"
"0.73,6156,6156.73"
"-1.00,6171,6170.00"
"0.79,6186,6186.79"
"-0.20,6201,6200.80"
"-0.48,6216,6215.52"
"0.94,6231,6231.94"
"-0.94,6246,6245.06"
"0.49,6261,6261.49"
"0.19,6276,6276.19"
"-0.78,6291,6290.22"
"1.00,6306,6307.00"
"-0.73,6321,6320.27"
"0.12,6336,6336.12"
"0.56,6351,6351.56"
"-0.96,6366,6365.04"
"0.91,6381,6381.91"
"-0.41,6396,6395.59"
"-0.28,6411,6410.72"
"0.84,6426,6426.84"
"-0.99,6441,6440.01"
"0.67,6456,6456.67"
"-0.03,6471,6470.97"
"-0.63,6486,6485.37"
"0.98,6501,6501.98"
"-0.86,6516,6515.14"
"0.33,6531,6531.33"
"0.36,6546,6546.36"
"-0.88,6561,6560.12"
"0.98,6576,6576.98"
"-0.60,6591,6590.40"
"-0.06,6606,6605.94"
"0.70,6621,6621.70"
"-1.00,6636,6635.00"
"0.82,6651,6651.82"
"-0.25,6666,6665.75"
"-0.44,6681,6680.56"
"0.92,6696,6696.92"
"-0.95,6711,6710.05"
"0.53,6726,6726.53"
"0.15,6741,6741.15"
"-0.76,6756,6755.24"
"1.00,6771,6772.00"
"-0.76,6786,6785.24"
"0.16,6801,6801.16"
"0.52,6816,6816.52"
"-0.95,6831,6830.05"
"0.92,6846,6846.92"
"-0.45,6861,6860.55"
"-0.24,6876,6875.76"
"0.81,6891,6891.81"
"-1.00,6906,6905.00"
"0.70,6921,6921.70"
"-0.07,6936,6935.93"
"-0.59,6951,6950.41"
"0.97,6966,6966.97"
"-0.89,6981,6980.11"
"0.37,6996,6996.37"
"0.32,7011,7011.32"
"-0.86,7026,7025.14"
"0.99,7041,7041.99"
"-0.64,7056,7055.36"
"-0.02,7071,7070.98"
"0.66,7086,7086.66"
"-0.99,7101,7100.01"
"0.84,7116,7116.84"
"-0.29,7131,7130.71"
"-0.40,7146,7145.60"
"0.90,7161,7161.90"
"-0.97,7176,7175.03"
"0.57,7191,7191.57"
"0.11,7206,7206.11"
"-0.73,7221,7220.27"
"1.00,7236,7237.00"
"-0.79,7251,7250.21"
"0.20,7266,7266.20"
"0.48,7281,7281.48"
"-0.94,7296,7295.06"
"0.94,7311,7311.94"
"-0.49,7326,7325.51"
"-0.19,7341,7340.81"
"0.78,7356,7356.78"
"-1.00,7371,7370.00"
"0.73,7386,7386.73"
"-0.12,7401,7400.88"
"-0.56,7416,7415.44"
"0.96,7431,7431.96"
"-0.91,7446,7445.09"
"0.41,7461,7461.41"
"0.28,7476,7476.28"
"-0.84,7491,7490.16"
"0.99,7506,7506.99"
"-0.67,7521,7520.33"
"0.03,7536,7536.03"
"0.63,7551,7551.63"
"-0.98,7566,7565.02"
"0.86,7581,7581.86"
""
